date,usd_krw,usd_krw_change_rate,source
2010-10-16,1109.6,0.0,existing_project_raw_oil_project_csv
2010-10-17,1109.6,0.0,existing_project_raw_oil_project_csv
2010-10-18,1115.0,0.004866618601297779,existing_project_raw_oil_project_csv
2010-10-19,1126.7,0.010493273542600878,existing_project_raw_oil_project_csv
2010-10-20,1124.9,-0.0015975858702405032,existing_project_raw_oil_project_csv
2010-10-21,1128.4,0.0031113876789048422,existing_project_raw_oil_project_csv
2010-10-22,1125.6,-0.002481389578163906,existing_project_raw_oil_project_csv
2010-10-23,1125.6,0.0,existing_project_raw_oil_project_csv
2010-10-24,1125.6,0.0,existing_project_raw_oil_project_csv
2010-10-25,1115.6,-0.008884150675195435,existing_project_raw_oil_project_csv
2010-10-26,1122.0,0.0057368232341341585,existing_project_raw_oil_project_csv
2010-10-27,1130.0,0.007130124777183555,existing_project_raw_oil_project_csv
2010-10-28,1123.0,-0.006194690265486691,existing_project_raw_oil_project_csv
2010-10-29,1124.0,0.0008904719501334757,existing_project_raw_oil_project_csv
2010-10-30,1124.0,0.0,existing_project_raw_oil_project_csv
2010-10-31,1124.0,0.0,existing_project_raw_oil_project_csv
2010-11-01,1163.0,0.034697508896797125,existing_project_raw_oil_project_csv
2010-11-02,1111.0,-0.044711951848667275,existing_project_raw_oil_project_csv
2010-11-03,1109.8,-0.0010801080108011618,existing_project_raw_oil_project_csv
2010-11-04,1106.53,-0.0029464768426743504,existing_project_raw_oil_project_csv
2010-11-05,1107.7,0.0010573594931904129,existing_project_raw_oil_project_csv
2010-11-06,1107.7,0.0,existing_project_raw_oil_project_csv
2010-11-07,1107.7,0.0,existing_project_raw_oil_project_csv
2010-11-08,1114.0,0.0056874605037464665,existing_project_raw_oil_project_csv
2010-11-09,1111.4,-0.0023339317773787283,existing_project_raw_oil_project_csv
2010-11-10,1109.6,-0.001619578909483721,existing_project_raw_oil_project_csv
2010-11-11,1109.6,0.0,existing_project_raw_oil_project_csv
2010-11-12,1127.2,0.015861571737563196,existing_project_raw_oil_project_csv
2010-11-13,1127.2,0.0,existing_project_raw_oil_project_csv
2010-11-14,1127.2,0.0,existing_project_raw_oil_project_csv
2010-11-15,1134.7,0.00665365507452087,existing_project_raw_oil_project_csv
2010-11-16,1129.8,-0.0043183220234424,existing_project_raw_oil_project_csv
2010-11-17,1143.75,0.01234731810940004,existing_project_raw_oil_project_csv
2010-11-18,1129.9,-0.012109289617486252,existing_project_raw_oil_project_csv
2010-11-19,1131.15,0.0011062925922649125,existing_project_raw_oil_project_csv
2010-11-20,1131.15,0.0,existing_project_raw_oil_project_csv
2010-11-21,1131.15,0.0,existing_project_raw_oil_project_csv
2010-11-22,1126.0,-0.004552888653140741,existing_project_raw_oil_project_csv
2010-11-23,1162.0,0.03197158081705154,existing_project_raw_oil_project_csv
2010-11-24,1146.0,-0.013769363166953541,existing_project_raw_oil_project_csv
2010-11-25,1146.0,0.0,existing_project_raw_oil_project_csv
2010-11-26,1153.95,0.006937172774869049,existing_project_raw_oil_project_csv
2010-11-27,1153.95,0.0,existing_project_raw_oil_project_csv
2010-11-28,1153.95,0.0,existing_project_raw_oil_project_csv
2010-11-29,1164.05,0.008752545604228779,existing_project_raw_oil_project_csv
2010-11-30,1157.2,-0.005884626949014149,existing_project_raw_oil_project_csv
2010-12-01,1127.0999755859375,-0.02601108227969451,existing_project_raw_oil_project_csv
2010-12-02,1148.0,0.01854318593450177,existing_project_raw_oil_project_csv
2010-12-03,1136.5,-0.010017421602787402,existing_project_raw_oil_project_csv
2010-12-04,1136.5,0.0,existing_project_raw_oil_project_csv
2010-12-05,1136.5,0.0,existing_project_raw_oil_project_csv
2010-12-06,1136.7,0.00017597888253417793,existing_project_raw_oil_project_csv
2010-12-07,1130.0,-0.005894255300431084,existing_project_raw_oil_project_csv
2010-12-08,1142.5,0.01106194690265494,existing_project_raw_oil_project_csv
2010-12-09,1140.0,-0.002188183807439792,existing_project_raw_oil_project_csv
2010-12-10,1143.0,0.002631578947368318,existing_project_raw_oil_project_csv
2010-12-11,1143.0,0.0,existing_project_raw_oil_project_csv
2010-12-12,1143.0,0.0,existing_project_raw_oil_project_csv
2010-12-13,1144.9,0.0016622922134734708,existing_project_raw_oil_project_csv
2010-12-14,1139.0,-0.00515328849681207,existing_project_raw_oil_project_csv
2010-12-15,1154.95,0.014003511852502148,existing_project_raw_oil_project_csv
2010-12-16,1155.0,4.329191739893545e-05,existing_project_raw_oil_project_csv
2010-12-17,1155.05,4.329004329006736e-05,existing_project_raw_oil_project_csv
2010-12-18,1155.05,0.0,existing_project_raw_oil_project_csv
2010-12-19,1155.05,0.0,existing_project_raw_oil_project_csv
2010-12-20,1154.1,-0.0008224752175230998,existing_project_raw_oil_project_csv
2010-12-21,1155.15,0.0009097998440343869,existing_project_raw_oil_project_csv
2010-12-22,1153.9,-0.0010821105484136728,existing_project_raw_oil_project_csv
2010-12-23,1151.9,-0.0017332524482190914,existing_project_raw_oil_project_csv
2010-12-24,1151.9,0.0,existing_project_raw_oil_project_csv
2010-12-25,1151.9,0.0,existing_project_raw_oil_project_csv
2010-12-26,1151.9,0.0,existing_project_raw_oil_project_csv
2010-12-27,1148.9,-0.002604392742425521,existing_project_raw_oil_project_csv
2010-12-28,1143.0,-0.005135346853512135,existing_project_raw_oil_project_csv
2010-12-29,1143.0,0.0,existing_project_raw_oil_project_csv
2010-12-30,1130.6,-0.010848643919510126,existing_project_raw_oil_project_csv
2010-12-31,1130.6,0.0,existing_project_raw_oil_project_csv
2011-01-01,1117.4000244140625,-0.011675195105198433,existing_project_raw_oil_project_csv
2011-01-02,1117.4000244140625,0.0,existing_project_raw_oil_project_csv
2011-01-03,1124.3,0.006175027237497632,existing_project_raw_oil_project_csv
2011-01-04,1124.2,-8.894423196648127e-05,existing_project_raw_oil_project_csv
2011-01-05,1127.3,0.002757516456146414,existing_project_raw_oil_project_csv
2011-01-06,1121.0,-0.005588574469972407,existing_project_raw_oil_project_csv
2011-01-07,1120.2,-0.0007136485280998528,existing_project_raw_oil_project_csv
2011-01-08,1120.2,0.0,existing_project_raw_oil_project_csv
2011-01-09,1120.2,0.0,existing_project_raw_oil_project_csv
2011-01-10,1128.1,0.007052312087127088,existing_project_raw_oil_project_csv
2011-01-11,1124.0,-0.0036344295718463426,existing_project_raw_oil_project_csv
2011-01-12,1111.6,-0.011032028469750932,existing_project_raw_oil_project_csv
2011-01-13,1111.2,-0.00035984166966518405,existing_project_raw_oil_project_csv
2011-01-14,1114.55,0.003014758819294361,existing_project_raw_oil_project_csv
2011-01-15,1114.55,0.0,existing_project_raw_oil_project_csv
2011-01-16,1114.55,0.0,existing_project_raw_oil_project_csv
2011-01-17,1114.55,0.0,existing_project_raw_oil_project_csv
2011-01-18,1111.0,-0.0031851419855546403,existing_project_raw_oil_project_csv
2011-01-19,1113.2,0.001980198019801982,existing_project_raw_oil_project_csv
2011-01-20,1124.1,0.009791591807401856,existing_project_raw_oil_project_csv
2011-01-21,1118.0,-0.005426563473000523,existing_project_raw_oil_project_csv
2011-01-22,1118.0,0.0,existing_project_raw_oil_project_csv
2011-01-23,1118.0,0.0,existing_project_raw_oil_project_csv
2011-01-24,1118.0,0.0,existing_project_raw_oil_project_csv
2011-01-25,1121.6,0.003220035778175312,existing_project_raw_oil_project_csv
2011-01-26,1116.0,-0.004992867332382245,existing_project_raw_oil_project_csv
2011-01-27,1114.3,-0.0015232974910395214,existing_project_raw_oil_project_csv
2011-01-28,1115.6,0.0011666517095934026,existing_project_raw_oil_project_csv
2011-01-29,1115.6,0.0,existing_project_raw_oil_project_csv
2011-01-30,1115.6,0.0,existing_project_raw_oil_project_csv
2011-01-31,1119.1,0.003137325206167052,existing_project_raw_oil_project_csv
2011-02-01,1127.0999755859375,0.007148579739020278,existing_project_raw_oil_project_csv
2011-02-02,1113.6,-0.011977620333918915,existing_project_raw_oil_project_csv
2011-02-03,1113.6,0.0,existing_project_raw_oil_project_csv
2011-02-04,1113.6,0.0,existing_project_raw_oil_project_csv
2011-02-05,1113.6,0.0,existing_project_raw_oil_project_csv
2011-02-06,1113.6,0.0,existing_project_raw_oil_project_csv
2011-02-07,1103.6,-0.00897988505747127,existing_project_raw_oil_project_csv
2011-02-08,1100.9,-0.0024465386009422385,existing_project_raw_oil_project_csv
2011-02-09,1107.4,0.005904260150785712,existing_project_raw_oil_project_csv
2011-02-10,1120.9,0.012190716994762596,existing_project_raw_oil_project_csv
2011-02-11,1126.3,0.004817557320010657,existing_project_raw_oil_project_csv
2011-02-12,1126.3,0.0,existing_project_raw_oil_project_csv
2011-02-13,1126.3,0.0,existing_project_raw_oil_project_csv
2011-02-14,1125.9,-0.0003551451655863236,existing_project_raw_oil_project_csv
2011-02-15,1121.3,-0.0040856203925749845,existing_project_raw_oil_project_csv
2011-02-16,1115.3,-0.005350931953981952,existing_project_raw_oil_project_csv
2011-02-17,1114.5,-0.0007172957948533565,existing_project_raw_oil_project_csv
2011-02-18,1111.0,-0.003140421713773045,existing_project_raw_oil_project_csv
2011-02-19,1111.0,0.0,existing_project_raw_oil_project_csv
2011-02-20,1111.0,0.0,existing_project_raw_oil_project_csv
2011-02-21,1111.0,0.0,existing_project_raw_oil_project_csv
2011-02-22,1125.35,0.012916291629162746,existing_project_raw_oil_project_csv
2011-02-23,1125.2,-0.0001332918647530823,existing_project_raw_oil_project_csv
2011-02-24,1130.55,0.00475471027372909,existing_project_raw_oil_project_csv
2011-02-25,1125.0,-0.004909115032506239,existing_project_raw_oil_project_csv
2011-02-26,1125.0,0.0,existing_project_raw_oil_project_csv
2011-02-27,1125.0,0.0,existing_project_raw_oil_project_csv
2011-02-28,1123.7,-0.0011555555555554653,existing_project_raw_oil_project_csv
2011-03-01,1098.300048828125,-0.02260385438451107,existing_project_raw_oil_project_csv
2011-03-02,1121.0,0.02066826018636303,existing_project_raw_oil_project_csv
2011-03-03,1115.4,-0.004995539696699303,existing_project_raw_oil_project_csv
2011-03-04,1117.5,0.0018827326519632592,existing_project_raw_oil_project_csv
2011-03-05,1117.5,0.0,existing_project_raw_oil_project_csv
2011-03-06,1117.5,0.0,existing_project_raw_oil_project_csv
2011-03-07,1115.35,-0.00192393736017904,existing_project_raw_oil_project_csv
2011-03-08,1115.0,-0.000313802842157096,existing_project_raw_oil_project_csv
2011-03-09,1114.45,-0.0004932735426008694,existing_project_raw_oil_project_csv
2011-03-10,1123.7,0.008300058324734128,existing_project_raw_oil_project_csv
2011-03-11,1126.0,0.002046809646702785,existing_project_raw_oil_project_csv
2011-03-12,1126.0,0.0,existing_project_raw_oil_project_csv
2011-03-13,1126.0,0.0,existing_project_raw_oil_project_csv
2011-03-14,1127.0,0.000888099467140302,existing_project_raw_oil_project_csv
2011-03-15,1135.6,0.007630878438331878,existing_project_raw_oil_project_csv
2011-03-16,1132.6,-0.002641775272983482,existing_project_raw_oil_project_csv
2011-03-17,1133.1,0.00044146212254991823,existing_project_raw_oil_project_csv
2011-03-18,1126.0,-0.006265995940340607,existing_project_raw_oil_project_csv
2011-03-19,1126.0,0.0,existing_project_raw_oil_project_csv
2011-03-20,1126.0,0.0,existing_project_raw_oil_project_csv
2011-03-21,1121.5,-0.00399644760213147,existing_project_raw_oil_project_csv
2011-03-22,1120.6,-0.0008024966562639735,existing_project_raw_oil_project_csv
2011-03-23,1124.1,0.0031233267892201155,existing_project_raw_oil_project_csv
2011-03-24,1118.6,-0.004892803131393952,existing_project_raw_oil_project_csv
2011-03-25,1110.7,-0.007062399427856136,existing_project_raw_oil_project_csv
2011-03-26,1110.7,0.0,existing_project_raw_oil_project_csv
2011-03-27,1110.7,0.0,existing_project_raw_oil_project_csv
2011-03-28,1111.5,0.0007202664986043494,existing_project_raw_oil_project_csv
2011-03-29,1112.2,0.0006297795771479375,existing_project_raw_oil_project_csv
2011-03-30,1100.5,-0.010519690703110984,existing_project_raw_oil_project_csv
2011-03-31,1097.25,-0.0029532030895047523,existing_project_raw_oil_project_csv
2011-04-01,1068.800048828125,-0.025928413006949147,existing_project_raw_oil_project_csv
2011-04-02,1068.800048828125,0.0,existing_project_raw_oil_project_csv
2011-04-03,1068.800048828125,0.0,existing_project_raw_oil_project_csv
2011-04-04,1086.45,0.016513800865959105,existing_project_raw_oil_project_csv
2011-04-05,1086.5,4.6021445993860155e-05,existing_project_raw_oil_project_csv
2011-04-06,1084.0,-0.0023009664058905033,existing_project_raw_oil_project_csv
2011-04-07,1088.6,0.004243542435424352,existing_project_raw_oil_project_csv
2011-04-08,1082.0,-0.0060628329965092265,existing_project_raw_oil_project_csv
2011-04-09,1082.0,0.0,existing_project_raw_oil_project_csv
2011-04-10,1082.0,0.0,existing_project_raw_oil_project_csv
2011-04-11,1085.5,0.0032347504621073053,existing_project_raw_oil_project_csv
2011-04-12,1091.8,0.005803777061262005,existing_project_raw_oil_project_csv
2011-04-13,1086.3,-0.005037552665323353,existing_project_raw_oil_project_csv
2011-04-14,1086.55,0.00023013900395829623,existing_project_raw_oil_project_csv
2011-04-15,1087.0,0.00041415489393026306,existing_project_raw_oil_project_csv
2011-04-16,1087.0,0.0,existing_project_raw_oil_project_csv
2011-04-17,1087.0,0.0,existing_project_raw_oil_project_csv
2011-04-18,1088.0,0.0009199632014720294,existing_project_raw_oil_project_csv
2011-04-19,1085.7,-0.002113970588235259,existing_project_raw_oil_project_csv
2011-04-20,1076.5,-0.00847379570783835,existing_project_raw_oil_project_csv
2011-04-21,1079.5,0.0027868091035763154,existing_project_raw_oil_project_csv
2011-04-22,1080.8,0.001204261232051751,existing_project_raw_oil_project_csv
2011-04-23,1080.8,0.0,existing_project_raw_oil_project_csv
2011-04-24,1080.8,0.0,existing_project_raw_oil_project_csv
2011-04-25,1081.1,0.00027757216876378443,existing_project_raw_oil_project_csv
2011-04-26,1083.6,0.002312459531958133,existing_project_raw_oil_project_csv
2011-04-27,1078.8,-0.0044296788482834915,existing_project_raw_oil_project_csv
2011-04-28,1072.9,-0.005469039673711373,existing_project_raw_oil_project_csv
2011-04-29,1068.4,-0.004194239910522923,existing_project_raw_oil_project_csv
2011-04-30,1068.4,0.0,existing_project_raw_oil_project_csv
2011-05-01,1075.300048828125,0.006458301037181702,existing_project_raw_oil_project_csv
2011-05-02,1065.5,-0.009113780696657803,existing_project_raw_oil_project_csv
2011-05-03,1071.3,0.005443453777569163,existing_project_raw_oil_project_csv
2011-05-04,1076.3,0.004667226733874763,existing_project_raw_oil_project_csv
2011-05-05,1081.3,0.00464554492241942,existing_project_raw_oil_project_csv
2011-05-06,1085.1,0.00351428835660772,existing_project_raw_oil_project_csv
2011-05-07,1085.1,0.0,existing_project_raw_oil_project_csv
2011-05-08,1085.1,0.0,existing_project_raw_oil_project_csv
2011-05-09,1081.0,-0.003778453598746623,existing_project_raw_oil_project_csv
2011-05-10,1082.2,0.0011100832562442875,existing_project_raw_oil_project_csv
2011-05-11,1076.0,-0.005729070412123449,existing_project_raw_oil_project_csv
2011-05-12,1088.0,0.011152416356877248,existing_project_raw_oil_project_csv
2011-05-13,1086.8,-0.0011029411764705843,existing_project_raw_oil_project_csv
2011-05-14,1086.8,0.0,existing_project_raw_oil_project_csv
2011-05-15,1086.8,0.0,existing_project_raw_oil_project_csv
2011-05-16,1091.7,0.004508649245491325,existing_project_raw_oil_project_csv
2011-05-17,1088.3,-0.003114408720344519,existing_project_raw_oil_project_csv
2011-05-18,1087.6,-0.0006432049986216937,existing_project_raw_oil_project_csv
2011-05-19,1086.0,-0.0014711290915776498,existing_project_raw_oil_project_csv
2011-05-20,1082.7,-0.003038674033149169,existing_project_raw_oil_project_csv
2011-05-21,1082.7,0.0,existing_project_raw_oil_project_csv
2011-05-22,1082.7,0.0,existing_project_raw_oil_project_csv
2011-05-23,1097.8,0.013946614944121194,existing_project_raw_oil_project_csv
2011-05-24,1093.2,-0.004190198578976068,existing_project_raw_oil_project_csv
2011-05-25,1101.6,0.007683863885839637,existing_project_raw_oil_project_csv
2011-05-26,1089.0,-0.011437908496731986,existing_project_raw_oil_project_csv
2011-05-27,1082.2,-0.006244260789715295,existing_project_raw_oil_project_csv
2011-05-28,1082.2,0.0,existing_project_raw_oil_project_csv
2011-05-29,1082.2,0.0,existing_project_raw_oil_project_csv
2011-05-30,1082.2,0.0,existing_project_raw_oil_project_csv
2011-05-31,1078.0,-0.0038809831824062613,existing_project_raw_oil_project_csv
2011-06-01,1068.9000244140625,-0.008441535794005084,existing_project_raw_oil_project_csv
2011-06-02,1081.4,0.011694242024916868,existing_project_raw_oil_project_csv
2011-06-03,1077.0,-0.004068799704087356,existing_project_raw_oil_project_csv
2011-06-04,1077.0,0.0,existing_project_raw_oil_project_csv
2011-06-05,1077.0,0.0,existing_project_raw_oil_project_csv
2011-06-06,1078.55,0.0014391829155060432,existing_project_raw_oil_project_csv
2011-06-07,1081.8,0.0030133049000973244,existing_project_raw_oil_project_csv
2011-06-08,1080.0,-0.0016638935108153063,existing_project_raw_oil_project_csv
2011-06-09,1082.8,0.0025925925925924798,existing_project_raw_oil_project_csv
2011-06-10,1084.0,0.0011082379017361976,existing_project_raw_oil_project_csv
2011-06-11,1084.0,0.0,existing_project_raw_oil_project_csv
2011-06-12,1084.0,0.0,existing_project_raw_oil_project_csv
2011-06-13,1085.2,0.0011070110701107971,existing_project_raw_oil_project_csv
2011-06-14,1082.4,-0.002580169553999201,existing_project_raw_oil_project_csv
2011-06-15,1083.0,0.0005543237250553723,existing_project_raw_oil_project_csv
2011-06-16,1091.15,0.007525392428439526,existing_project_raw_oil_project_csv
2011-06-17,1085.8,-0.004903083902304983,existing_project_raw_oil_project_csv
2011-06-18,1085.8,0.0,existing_project_raw_oil_project_csv
2011-06-19,1085.8,0.0,existing_project_raw_oil_project_csv
2011-06-20,1082.25,-0.0032694787253637614,existing_project_raw_oil_project_csv
2011-06-21,1078.45,-0.0035112035112034867,existing_project_raw_oil_project_csv
2011-06-22,1073.85,-0.004265380870694169,existing_project_raw_oil_project_csv
2011-06-23,1082.85,0.008381058807096053,existing_project_raw_oil_project_csv
2011-06-24,1078.7,-0.0038324791060625474,existing_project_raw_oil_project_csv
2011-06-25,1078.7,0.0,existing_project_raw_oil_project_csv
2011-06-26,1078.7,0.0,existing_project_raw_oil_project_csv
2011-06-27,1084.95,0.005794011309909974,existing_project_raw_oil_project_csv
2011-06-28,1080.3,-0.004285911793170283,existing_project_raw_oil_project_csv
2011-06-29,1073.0,-0.006757382208645746,existing_project_raw_oil_project_csv
2011-06-30,1066.3,-0.0062441752096924485,existing_project_raw_oil_project_csv
2011-07-01,1049.0,-0.016224327112444814,existing_project_raw_oil_project_csv
2011-07-02,1049.0,0.0,existing_project_raw_oil_project_csv
2011-07-03,1049.0,0.0,existing_project_raw_oil_project_csv
2011-07-04,1049.0,0.0,existing_project_raw_oil_project_csv
2011-07-05,1065.0,0.015252621544327827,existing_project_raw_oil_project_csv
2011-07-06,1066.5,0.0014084507042253502,existing_project_raw_oil_project_csv
2011-07-07,1063.9,-0.00243788091889352,existing_project_raw_oil_project_csv
2011-07-08,1056.9,-0.006579565748660587,existing_project_raw_oil_project_csv
2011-07-09,1056.9,0.0,existing_project_raw_oil_project_csv
2011-07-10,1056.9,0.0,existing_project_raw_oil_project_csv
2011-07-11,1057.6,0.0006623143154507183,existing_project_raw_oil_project_csv
2011-07-12,1064.05,0.006098714069591615,existing_project_raw_oil_project_csv
2011-07-13,1055.1,-0.008411258869414073,existing_project_raw_oil_project_csv
2011-07-14,1055.55,0.0004264998578333845,existing_project_raw_oil_project_csv
2011-07-15,1058.0,0.002321064847709664,existing_project_raw_oil_project_csv
2011-07-16,1058.0,0.0,existing_project_raw_oil_project_csv
2011-07-17,1058.0,0.0,existing_project_raw_oil_project_csv
2011-07-18,1061.85,0.0036389413988657804,existing_project_raw_oil_project_csv
2011-07-19,1059.6,-0.002118943353580982,existing_project_raw_oil_project_csv
2011-07-20,1053.95,-0.005332200830501899,existing_project_raw_oil_project_csv
2011-07-21,1054.5,0.0005218463873997159,existing_project_raw_oil_project_csv
2011-07-22,1050.25,-0.004030346135609264,existing_project_raw_oil_project_csv
2011-07-23,1050.25,0.0,existing_project_raw_oil_project_csv
2011-07-24,1050.25,0.0,existing_project_raw_oil_project_csv
2011-07-25,1053.45,0.0030468935967626898,existing_project_raw_oil_project_csv
2011-07-26,1049.2,-0.004034363282547804,existing_project_raw_oil_project_csv
2011-07-27,1052.5,0.0031452535264964165,existing_project_raw_oil_project_csv
2011-07-28,1051.55,-0.0009026128266034217,existing_project_raw_oil_project_csv
2011-07-29,1054.0,0.0023298939660501006,existing_project_raw_oil_project_csv
2011-07-30,1054.0,0.0,existing_project_raw_oil_project_csv
2011-07-31,1054.0,0.0,existing_project_raw_oil_project_csv
2011-08-01,1071.800048828125,0.016888091867291344,existing_project_raw_oil_project_csv
2011-08-02,1052.4,-0.018100436596673375,existing_project_raw_oil_project_csv
2011-08-03,1058.85,0.006128848346636184,existing_project_raw_oil_project_csv
2011-08-04,1061.5,0.0025027152098975325,existing_project_raw_oil_project_csv
2011-08-05,1067.2,0.005369759773904859,existing_project_raw_oil_project_csv
2011-08-06,1067.2,0.0,existing_project_raw_oil_project_csv
2011-08-07,1067.2,0.0,existing_project_raw_oil_project_csv
2011-08-08,1082.9,0.014711394302848513,existing_project_raw_oil_project_csv
2011-08-09,1087.45,0.004201680672268893,existing_project_raw_oil_project_csv
2011-08-10,1080.1,-0.006758931445124072,existing_project_raw_oil_project_csv
2011-08-11,1078.2,-0.0017590963799647419,existing_project_raw_oil_project_csv
2011-08-12,1078.9,0.0006492301984790672,existing_project_raw_oil_project_csv
2011-08-13,1078.9,0.0,existing_project_raw_oil_project_csv
2011-08-14,1078.9,0.0,existing_project_raw_oil_project_csv
2011-08-15,1078.8,-9.268699601461261e-05,existing_project_raw_oil_project_csv
2011-08-16,1068.05,-0.00996477567667775,existing_project_raw_oil_project_csv
2011-08-17,1068.55,0.0004681428772062013,existing_project_raw_oil_project_csv
2011-08-18,1076.75,0.007673950680829211,existing_project_raw_oil_project_csv
2011-08-19,1087.2,0.009705131181797055,existing_project_raw_oil_project_csv
2011-08-20,1087.2,0.0,existing_project_raw_oil_project_csv
2011-08-21,1087.2,0.0,existing_project_raw_oil_project_csv
2011-08-22,1083.15,-0.0037251655629139124,existing_project_raw_oil_project_csv
2011-08-23,1077.2,-0.0054932373170845095,existing_project_raw_oil_project_csv
2011-08-24,1083.65,0.005987746008169426,existing_project_raw_oil_project_csv
2011-08-25,1088.25,0.00424491302542318,existing_project_raw_oil_project_csv
2011-08-26,1079.5,-0.008040431886055632,existing_project_raw_oil_project_csv
2011-08-27,1079.5,0.0,existing_project_raw_oil_project_csv
2011-08-28,1079.5,0.0,existing_project_raw_oil_project_csv
2011-08-29,1073.45,-0.005604446503010618,existing_project_raw_oil_project_csv
2011-08-30,1072.15,-0.0012110484885182737,existing_project_raw_oil_project_csv
2011-08-31,1063.9,-0.007694818821993188,existing_project_raw_oil_project_csv
2011-09-01,1177.0,0.1063069837390731,existing_project_raw_oil_project_csv
2011-09-02,1064.85,-0.09528462192013598,existing_project_raw_oil_project_csv
2011-09-03,1064.85,0.0,existing_project_raw_oil_project_csv
2011-09-04,1064.85,0.0,existing_project_raw_oil_project_csv
2011-09-05,1064.85,0.0,existing_project_raw_oil_project_csv
2011-09-06,1076.9,0.01131614781424628,existing_project_raw_oil_project_csv
2011-09-07,1070.65,-0.005803695793481278,existing_project_raw_oil_project_csv
2011-09-08,1075.3,0.004343156026712647,existing_project_raw_oil_project_csv
2011-09-09,1077.1,0.0016739514554078294,existing_project_raw_oil_project_csv
2011-09-10,1077.1,0.0,existing_project_raw_oil_project_csv
2011-09-11,1077.1,0.0,existing_project_raw_oil_project_csv
2011-09-12,1076.75,-0.0003249466159129799,existing_project_raw_oil_project_csv
2011-09-13,1076.75,0.0,existing_project_raw_oil_project_csv
2011-09-14,1107.45,0.02851172509867661,existing_project_raw_oil_project_csv
2011-09-15,1113.25,0.005237256761027487,existing_project_raw_oil_project_csv
2011-09-16,1112.4,-0.0007635302043564884,existing_project_raw_oil_project_csv
2011-09-17,1112.4,0.0,existing_project_raw_oil_project_csv
2011-09-18,1112.4,0.0,existing_project_raw_oil_project_csv
2011-09-19,1139.4,0.024271844660194164,existing_project_raw_oil_project_csv
2011-09-20,1140.0,0.0005265929436544248,existing_project_raw_oil_project_csv
2011-09-21,1152.4,0.010877192982456263,existing_project_raw_oil_project_csv
2011-09-22,1179.7,0.023689691079486153,existing_project_raw_oil_project_csv
2011-09-23,1164.9,-0.012545562431126478,existing_project_raw_oil_project_csv
2011-09-24,1164.9,0.0,existing_project_raw_oil_project_csv
2011-09-25,1164.9,0.0,existing_project_raw_oil_project_csv
2011-09-26,1181.0,0.013820928835093005,existing_project_raw_oil_project_csv
2011-09-27,1164.5,-0.013971210838272685,existing_project_raw_oil_project_csv
2011-09-28,1171.9,0.006354658651781975,existing_project_raw_oil_project_csv
2011-09-29,1172.6,0.0005973205904938883,existing_project_raw_oil_project_csv
2011-09-30,1180.9,0.007078287566092634,existing_project_raw_oil_project_csv
2011-10-01,1104.0,-0.06511982386315529,existing_project_raw_oil_project_csv
2011-10-02,1104.0,0.0,existing_project_raw_oil_project_csv
2011-10-03,1180.0,0.06884057971014501,existing_project_raw_oil_project_csv
2011-10-04,1197.5,0.014830508474576343,existing_project_raw_oil_project_csv
2011-10-05,1186.5,-0.009185803757828848,existing_project_raw_oil_project_csv
2011-10-06,1184.0,-0.0021070375052676393,existing_project_raw_oil_project_csv
2011-10-07,1170.5,-0.011402027027026973,existing_project_raw_oil_project_csv
2011-10-08,1170.5,0.0,existing_project_raw_oil_project_csv
2011-10-09,1170.5,0.0,existing_project_raw_oil_project_csv
2011-10-10,1170.5,0.0,existing_project_raw_oil_project_csv
2011-10-11,1171.15,0.0005553182400683809,existing_project_raw_oil_project_csv
2011-10-12,1164.5,-0.0056781795670922675,existing_project_raw_oil_project_csv
2011-10-13,1157.75,-0.005796479175611879,existing_project_raw_oil_project_csv
2011-10-14,1156.0,-0.0015115525804362262,existing_project_raw_oil_project_csv
2011-10-15,1156.0,0.0,existing_project_raw_oil_project_csv
2011-10-16,1156.0,0.0,existing_project_raw_oil_project_csv
2011-10-17,1148.35,-0.006617647058823617,existing_project_raw_oil_project_csv
2011-10-18,1149.5,0.001001436844167758,existing_project_raw_oil_project_csv
2011-10-19,1133.5,-0.01391909525880819,existing_project_raw_oil_project_csv
2011-10-20,1147.0,0.01191001323334806,existing_project_raw_oil_project_csv
2011-10-21,1147.2,0.00017436791630354165,existing_project_raw_oil_project_csv
2011-10-22,1147.2,0.0,existing_project_raw_oil_project_csv
2011-10-23,1147.2,0.0,existing_project_raw_oil_project_csv
2011-10-24,1133.2,-0.01220362622036264,existing_project_raw_oil_project_csv
2011-10-25,1131.25,-0.0017207906812566343,existing_project_raw_oil_project_csv
2011-10-26,1134.65,0.00300552486187855,existing_project_raw_oil_project_csv
2011-10-27,1106.6,-0.024721279689772335,existing_project_raw_oil_project_csv
2011-10-28,1102.5,-0.0037050424724379694,existing_project_raw_oil_project_csv
2011-10-29,1102.5,0.0,existing_project_raw_oil_project_csv
2011-10-30,1102.5,0.0,existing_project_raw_oil_project_csv
2011-10-31,1112.05,0.008662131519274308,existing_project_raw_oil_project_csv
2011-11-01,1140.300048828125,0.025403577921968568,existing_project_raw_oil_project_csv
2011-11-02,1120.65,-0.017232349370079447,existing_project_raw_oil_project_csv
2011-11-03,1127.4,0.006023290054878894,existing_project_raw_oil_project_csv
2011-11-04,1110.6,-0.014901543374135295,existing_project_raw_oil_project_csv
2011-11-05,1110.6,0.0,existing_project_raw_oil_project_csv
2011-11-06,1110.6,0.0,existing_project_raw_oil_project_csv
