date,diesel_price_krw
2011-06-20,1738.96
2011-06-21,1741.63
2011-06-22,1743.57
2011-06-23,1745.0
2011-06-24,1746.06
2011-06-25,1746.62
2011-06-26,1746.84
2011-06-27,1747.25
2011-06-28,1746.28
2011-06-29,1745.87
2011-06-30,1745.98
2011-07-01,1745.63
2011-07-02,1745.78
2011-07-03,1745.86
2011-07-04,1746.12
2011-07-05,1745.8
2011-07-06,1746.19
2011-07-07,1743.61
2011-07-08,1744.18
2011-07-09,1744.8
2011-07-10,1744.92
2011-07-11,1745.6
2011-07-12,1748.98
2011-07-13,1751.05
2011-07-14,1752.15
2011-07-15,1753.44
2011-07-16,1754.31
2011-07-17,1754.8
2011-07-18,1755.88
2011-07-19,1757.67
2011-07-20,1758.91
2011-07-21,1760.01
2011-07-22,1760.93
2011-07-23,1761.61
2011-07-24,1761.93
2011-07-25,1762.85
2011-07-26,1763.63
2011-07-27,1764.43
2011-07-28,1765.25
2011-07-29,1766.06
2011-07-30,1766.62
2011-07-31,1766.94
2011-08-01,1767.73
2011-08-02,1768.25
2011-08-03,1768.74
2011-08-04,1769.09
2011-08-05,1769.26
2011-08-06,1769.28
2011-08-07,1769.2
2011-08-08,1769.17
2011-08-09,1767.99
2011-08-10,1766.12
2011-08-11,1764.88
2011-08-12,1763.53
2011-08-13,1762.75
2011-08-14,1762.37
2011-08-15,1762.08
2011-08-16,1760.69
2011-08-17,1758.85
2011-08-18,1756.96
2011-08-19,1755.26
2011-08-20,1753.81
2011-08-21,1752.83
2011-08-22,1751.24
2011-08-23,1749.66
2011-08-24,1748.11
2011-08-25,1746.61
2011-08-26,1745.25
2011-08-27,1744.27
2011-08-28,1743.83
2011-08-29,1743.18
2011-08-30,1742.54
2011-08-31,1742.35
2011-09-01,1741.03
2011-09-02,1740.53
2011-09-03,1740.15
2011-09-04,1739.86
2011-09-05,1739.85
2011-09-06,1741.21
2011-09-07,1741.68
2011-09-08,1742.21
2011-09-09,1742.86
2011-09-10,1743.67
2011-09-11,1743.96
2011-09-12,1744.25
2011-09-13,1744.47
2011-09-14,1744.87
2011-09-15,1745.05
2011-09-16,1745.37
2011-09-17,1745.57
2011-09-18,1745.63
2011-09-19,1746.1
2011-09-20,1746.92
2011-09-21,1747.82
2011-09-22,1748.35
2011-09-23,1749.22
2011-09-24,1750.08
2011-09-25,1750.53
2011-09-26,1751.76
2011-09-27,1754.36
2011-09-28,1756.2
2011-09-29,1757.61
2011-09-30,1758.67
2011-10-01,1759.88
2011-10-02,1760.43
2011-10-03,1761.02
2011-10-04,1761.93
2011-10-05,1762.55
2011-10-06,1763.22
2011-10-07,1764.12
2011-10-08,1764.63
2011-10-09,1764.9
2011-10-10,1765.5
2011-10-11,1766.18
2011-10-12,1767.09
2011-10-13,1767.96
2011-10-14,1768.93
2011-10-15,1769.89
2011-10-16,1770.48
2011-10-17,1771.83
2011-10-18,1774.43
2011-10-19,1776.53
2011-10-20,1777.87
2011-10-21,1779.23
2011-10-22,1780.32
2011-10-23,1780.75
2011-10-24,1781.48
2011-10-25,1783.67
2011-10-26,1784.43
2011-10-27,1783.76
2011-10-28,1784.19
2011-10-29,1784.3
2011-10-30,1784.25
2011-10-31,1784.45
2011-11-01,1785.16
2011-11-02,1785.0
2011-11-03,1784.91
2011-11-04,1784.71
2011-11-05,1784.45
2011-11-06,1784.26
2011-11-07,1784.09
2011-11-08,1782.81
2011-11-09,1782.15
2011-11-10,1781.74
2011-11-11,1781.83
2011-11-12,1781.86
2011-11-13,1781.91
2011-11-14,1782.17
2011-11-15,1784.88
2011-11-16,1786.39
2011-11-17,1787.87
2011-11-18,1788.72
2011-11-19,1789.44
2011-11-20,1789.77
2011-11-21,1790.33
2011-11-22,1792.21
2011-11-23,1793.5
2011-11-24,1794.45
2011-11-25,1794.94
2011-11-26,1795.52
2011-11-27,1795.65
2011-11-28,1795.96
2011-11-29,1795.22
2011-11-30,1794.52
2011-12-01,1795.08
2011-12-02,1795.11
2011-12-03,1794.99
2011-12-04,1794.85
2011-12-05,1794.96
2011-12-06,1794.95
2011-12-07,1794.85
2011-12-08,1794.84
2011-12-09,1794.85
2011-12-10,1794.89
2011-12-11,1794.74
2011-12-12,1794.8
2011-12-13,1794.27
2011-12-14,1793.85
2011-12-15,1793.53
2011-12-16,1793.0
2011-12-17,1792.49
2011-12-18,1792.11
2011-12-19,1791.93
2011-12-20,1791.35
2011-12-21,1790.88
2011-12-22,1790.39
2011-12-23,1790.11
2011-12-24,1789.89
2011-12-25,1789.61
2011-12-26,1789.5
2011-12-27,1789.14
2011-12-28,1788.79
2011-12-29,1788.58
2011-12-30,1788.24
2011-12-31,1788.1
2012-01-01,1789.24
2012-01-02,1788.86
2012-01-03,1787.53
2012-01-04,1787.26
2012-01-05,1786.99
2012-01-06,1787.04
2012-01-07,1787.59
2012-01-08,1787.79
2012-01-09,1788.12
2012-01-10,1791.23
2012-01-11,1793.65
2012-01-12,1796.16
2012-01-13,1798.17
2012-01-14,1800.83
2012-01-15,1801.89
2012-01-16,1803.76
2012-01-17,1807.46
2012-01-18,1810.59
2012-01-19,1813.36
2012-01-20,1816.31
2012-01-21,1818.39
2012-01-22,1819.73
2012-01-23,1820.23
2012-01-24,1820.6
2012-01-25,1821.34
2012-01-26,1822.23
2012-01-27,1822.96
2012-01-28,1823.21
2012-01-29,1823.44
2012-01-30,1823.8
2012-01-31,1823.53
2012-02-01,1823.04
2012-02-02,1823.12
2012-02-03,1823.18
2012-02-04,1823.19
2012-02-05,1823.25
2012-02-06,1823.39
2012-02-07,1823.49
2012-02-08,1823.69
2012-02-09,1823.9
2012-02-10,1824.09
2012-02-11,1824.47
2012-02-12,1824.58
2012-02-13,1824.86
2012-02-14,1826.9
2012-02-15,1827.69
2012-02-16,1828.32
2012-02-17,1828.83
2012-02-18,1830.7
2012-02-19,1830.8
2012-02-20,1830.01
2012-02-21,1831.32
2012-02-22,1832.64
2012-02-23,1833.83
2012-02-24,1835.06
2012-02-25,1836.64
2012-02-26,1837.24
2012-02-27,1838.39
2012-02-28,1840.74
2012-02-29,1842.33
2012-03-01,1844.58
2012-03-02,1845.86
2012-03-03,1846.68
2012-03-04,1846.92
2012-03-05,1847.81
2012-03-06,1848.76
2012-03-07,1849.21
2012-03-08,1849.96
2012-03-09,1850.32
2012-03-10,1850.78
2012-03-11,1850.91
2012-03-12,1851.36
2012-03-13,1851.83
2012-03-14,1852.27
2012-03-15,1852.71
2012-03-16,1853.16
2012-03-17,1853.71
2012-03-18,1853.91
2012-03-19,1854.29
2012-03-20,1855.92
2012-03-21,1856.94
2012-03-22,1857.69
2012-03-23,1858.13
2012-03-24,1858.58
2012-03-25,1858.79
2012-03-26,1859.15
2012-03-27,1859.54
2012-03-28,1860.02
2012-03-29,1860.4
2012-03-30,1860.59
2012-03-31,1860.98
2012-04-01,1861.32
2012-04-02,1861.67
2012-04-03,1862.88
2012-04-04,1863.64
2012-04-05,1864.54
2012-04-06,1865.28
2012-04-07,1866.03
2012-04-08,1866.16
2012-04-09,1866.58
2012-04-10,1866.91
2012-04-11,1867.16
2012-04-12,1867.5
2012-04-13,1868.17
2012-04-14,1867.72
2012-04-15,1867.9
2012-04-16,1868.06
2012-04-17,1867.51
2012-04-18,1867.64
2012-04-19,1867.3
2012-04-20,1868.28
2012-04-21,1867.98
2012-04-22,1867.93
2012-04-23,1866.52
2012-04-24,1865.8
2012-04-25,1865.07
2012-04-26,1864.55
2012-04-27,1863.98
2012-04-28,1863.43
2012-04-29,1863.03
2012-04-30,1862.83
2012-05-01,1862.06
2012-05-02,1861.38
2012-05-03,1860.57
2012-05-04,1859.71
2012-05-05,1859.06
2012-05-06,1858.65
2012-05-07,1858.2
2012-05-08,1856.94
2012-05-09,1855.63
2012-05-10,1854.21
2012-05-11,1852.55
2012-05-12,1851.14
2012-05-13,1850.26
2012-05-14,1849.34
2012-05-15,1845.52
2012-05-16,1842.47
2012-05-17,1839.32
2012-05-18,1836.42
2012-05-19,1833.99
2012-05-20,1832.58
2012-05-21,1830.63
2012-05-22,1827.21
2012-05-23,1824.45
2012-05-24,1824.29
2012-05-25,1821.67
2012-05-26,1817.42
2012-05-27,1816.31
2012-05-28,1815.58
2012-05-29,1814.35
2012-05-30,1812.45
2012-05-31,1810.86
2012-06-01,1808.12
2012-06-02,1806.15
2012-06-03,1804.89
2012-06-04,1803.58
2012-06-05,1801.21
2012-06-06,1798.85
2012-06-07,1797.22
2012-06-08,1795.41
2012-06-09,1793.81
2012-06-10,1792.91
2012-06-11,1791.88
2012-06-12,1788.59
2012-06-13,1785.48
2012-06-14,1782.35
2012-06-15,1779.63
2012-06-16,1777.16
2012-06-17,1776.07
2012-06-18,1774.51
2012-06-19,1771.55
2012-06-20,1769.14
2012-06-21,1766.6
2012-06-22,1763.91
2012-06-23,1761.25
2012-06-24,1759.9
2012-06-25,1758.24
2012-06-26,1753.72
2012-06-27,1749.21
2012-06-28,1748.42
2012-06-29,1740.51
2012-06-30,1737.66
2012-07-01,1734.94
2012-07-02,1731.82
2012-07-03,1728.05
2012-07-04,1724.96
2012-07-05,1722.67
2012-07-06,1721.28
2012-07-07,1720.18
2012-07-08,1719.28
2012-07-09,1718.84
2012-07-10,1719.6
2012-07-11,1719.05
2012-07-12,1719.25
2012-07-13,1719.0
2012-07-14,1719.08
2012-07-15,1718.8
2012-07-16,1719.0
2012-07-17,1719.49
2012-07-18,1719.87
2012-07-19,1720.4
2012-07-20,1721.3
2012-07-21,1723.06
2012-07-22,1723.8
2012-07-23,1725.52
2012-07-24,1729.2
2012-07-25,1732.5
2012-07-26,1736.1
2012-07-27,1739.83
2012-07-28,1742.91
2012-07-29,1744.23
2012-07-30,1746.05
2012-07-31,1748.23
2012-08-01,1751.13
2012-08-02,1753.2
2012-08-03,1754.87
2012-08-04,1756.34
2012-08-05,1756.88
2012-08-06,1757.97
2012-08-07,1759.32
2012-08-08,1760.79
2012-08-09,1762.15
2012-08-10,1764.18
2012-08-11,1766.27
2012-08-12,1767.16
2012-08-13,1768.73
2012-08-14,1774.51
2012-08-15,1778.65
2012-08-16,1781.75
2012-08-17,1785.53
2012-08-18,1789.0
2012-08-19,1790.76
2012-08-20,1793.18
2012-08-21,1799.01
2012-08-22,1803.36
2012-08-23,1806.88
2012-08-24,1810.12
2012-08-25,1813.23
2012-08-26,1814.85
2012-08-27,1817.3
2012-08-28,1820.42
2012-08-29,1822.84
2012-08-30,1824.76
2012-08-31,1826.34
2012-09-01,1828.79
2012-09-02,1829.84
2012-09-03,1831.13
2012-09-04,1832.28
2012-09-05,1833.23
2012-09-06,1834.06
2012-09-07,1835.22
2012-09-08,1835.8
2012-09-09,1835.96
2012-09-10,1836.6
2012-09-11,1837.13
2012-09-12,1837.81
2012-09-13,1838.05
2012-09-14,1838.59
2012-09-15,1839.25
2012-09-16,1839.46
2012-09-17,1839.76
2012-09-18,1840.08
2012-09-19,1840.46
2012-09-20,1840.67
2012-09-21,1840.66
2012-09-22,1840.39
2012-09-23,1839.98
2012-09-24,1840.15
2012-09-25,1838.44
2012-09-26,1837.18
2012-09-27,1835.98
2012-09-28,1834.93
2012-09-29,1833.95
2012-09-30,1833.59
2012-10-01,1833.06
2012-10-02,1832.45
2012-10-03,1831.64
2012-10-04,1830.87
2012-10-05,1829.56
2012-10-06,1828.3
2012-10-07,1827.63
2012-10-08,1826.85
2012-10-09,1825.48
2012-10-10,1824.34
2012-10-11,1823.17
2012-10-12,1822.52
2012-10-13,1822.05
2012-10-14,1821.68
2012-10-15,1821.48
2012-10-16,1821.16
2012-10-17,1820.87
2012-10-18,1820.57
2012-10-19,1820.25
2012-10-20,1819.9
2012-10-21,1819.61
2012-10-22,1819.39
2012-10-23,1818.21
2012-10-24,1817.16
2012-10-25,1815.68
2012-10-26,1813.72
2012-10-27,1811.7
2012-10-28,1810.73
2012-10-29,1809.32
2012-10-30,1806.02
2012-10-31,1803.18
2012-11-01,1798.79
2012-11-02,1796.08
2012-11-03,1793.97
2012-11-04,1792.81
2012-11-05,1791.75
2012-11-06,1789.58
2012-11-07,1787.76
2012-11-08,1785.84
2012-11-09,1783.93
2012-11-10,1782.5
2012-11-11,1781.63
2012-11-12,1781.08
2012-11-13,1779.45
2012-11-14,1777.87
2012-11-15,1776.77
2012-11-16,1775.42
2012-11-17,1774.05
2012-11-18,1773.23
2012-11-19,1772.5
2012-11-20,1771.01
2012-11-21,1769.82
2012-11-22,1768.75
2012-11-23,1767.83
2012-11-24,1767.02
2012-11-25,1766.49
2012-11-26,1766.23
2012-11-27,1765.97
2012-11-28,1765.38
2012-11-29,1764.94
2012-11-30,1764.52
2012-12-01,1763.67
2012-12-02,1763.21
2012-12-03,1762.94
2012-12-04,1762.81
2012-12-05,1762.43
2012-12-06,1762.26
2012-12-07,1762.62
2012-12-08,1762.53
2012-12-09,1762.19
2012-12-10,1762.38
2012-12-11,1762.22
2012-12-12,1761.94
2012-12-13,1761.79
2012-12-14,1761.41
2012-12-15,1761.17
2012-12-16,1760.76
2012-12-17,1760.9
2012-12-18,1759.71
2012-12-19,1759.19
2012-12-20,1758.71
2012-12-21,1758.7
2012-12-22,1757.92
2012-12-23,1757.64
2012-12-24,1757.47
2012-12-25,1756.84
2012-12-26,1756.96
2012-12-27,1757.1
2012-12-28,1756.18
2012-12-29,1756.13
2012-12-30,1755.74
2012-12-31,1755.68
2013-01-01,1754.81
2013-01-02,1754.43
2013-01-03,1754.02
2013-01-04,1753.94
2013-01-05,1753.65
2013-01-06,1753.14
2013-01-07,1752.87
2013-01-08,1752.6
2013-01-09,1751.99
2013-01-10,1751.44
2013-01-11,1751.15
2013-01-12,1750.93
2013-01-13,1750.59
2013-01-14,1750.6
2013-01-15,1750.32
2013-01-16,1749.97
2013-01-17,1749.66
2013-01-18,1749.06
2013-01-19,1748.78
2013-01-20,1748.48
2013-01-21,1748.3
2013-01-22,1747.82
2013-01-23,1747.09
2013-01-24,1746.77
2013-01-25,1746.08
2013-01-26,1745.79
2013-01-27,1745.41
2013-01-28,1745.4
2013-01-29,1745.39
2013-01-30,1745.21
2013-01-31,1744.93
2013-02-01,1744.66
2013-02-02,1744.89
2013-02-03,1744.67
2013-02-04,1744.84
2013-02-05,1746.35
2013-02-06,1747.12
2013-02-07,1748.11
2013-02-08,1750.71
2013-02-09,1753.18
2013-02-10,1753.99
2013-02-11,1754.66
2013-02-12,1756.63
2013-02-13,1759.14
2013-02-14,1762.02
2013-02-15,1765.91
2013-02-16,1769.58
2013-02-17,1770.94
2013-02-18,1773.38
2013-02-19,1777.15
2013-02-20,1780.58
2013-02-21,1783.58
2013-02-22,1786.41
2013-02-23,1788.81
2013-02-24,1790.24
2013-02-25,1791.47
2013-02-26,1793.07
2013-02-27,1794.04
2013-02-28,1794.45
2013-03-01,1795.05
2013-03-02,1795.9
2013-03-03,1796.03
2013-03-04,1796.56
2013-03-05,1796.2
2013-03-06,1796.03
2013-03-07,1795.7
2013-03-08,1795.08
2013-03-09,1794.53
2013-03-10,1794.35
2013-03-11,1794.09
2013-03-12,1793.41
2013-03-13,1792.35
2013-03-14,1791.48
2013-03-15,1789.58
2013-03-16,1788.14
2013-03-17,1787.25
2013-03-18,1786.35
2013-03-19,1784.42
2013-03-20,1782.67
2013-03-21,1781.29
2013-03-22,1779.74
2013-03-23,1778.53
2013-03-24,1777.75
2013-03-25,1777.04
2013-03-26,1775.06
2013-03-27,1773.38
2013-03-28,1771.7
2013-03-29,1770.27
2013-03-30,1768.98
2013-03-31,1768.3
2013-04-01,1766.71
2013-04-02,1765.53
2013-04-03,1764.15
2013-04-04,1762.55
2013-04-05,1761.28
2013-04-06,1759.87
2013-04-07,1759.36
2013-04-08,1758.73
2013-04-09,1757.4
2013-04-10,1756.47
2013-04-11,1755.42
2013-04-12,1754.55
2013-04-13,1753.73
2013-04-14,1753.14
2013-04-15,1752.7
2013-04-16,1750.46
2013-04-17,1747.97
2013-04-18,1745.28
2013-04-19,1742.14
2013-04-20,1739.52
2013-04-21,1738.24
2013-04-22,1736.51
2013-04-23,1732.22
2013-04-24,1728.57
2013-04-25,1724.78
2013-04-26,1721.87
2013-04-27,1719.43
2013-04-28,1718.17
2013-04-29,1717.04
2013-04-30,1715.11
2013-05-01,1711.91
2013-05-02,1710.23
2013-05-03,1708.55
2013-05-04,1707.03
2013-05-05,1705.87
2013-05-06,1705.28
2013-05-07,1703.65
2013-05-08,1702.32
2013-05-09,1701.16
2013-05-10,1700.32
2013-05-11,1699.45
2013-05-12,1698.76
2013-05-13,1698.35
2013-05-14,1697.65
2013-05-15,1697.03
2013-05-16,1696.58
2013-05-17,1696.02
2013-05-18,1695.87
2013-05-19,1695.5
2013-05-20,1695.62
2013-05-21,1695.8
2013-05-22,1696.03
2013-05-23,1696.73
2013-05-24,1696.53
2013-05-25,1696.11
2013-05-26,1695.86
2013-05-27,1696.02
2013-05-28,1696.48
2013-05-29,1696.24
2013-05-30,1696.34
2013-05-31,1696.39
2013-06-01,1696.36
2013-06-02,1696.04
2013-06-03,1696.17
2013-06-04,1696.44
2013-06-05,1696.79
2013-06-06,1696.79
2013-06-07,1697.0
2013-06-08,1697.09
2013-06-09,1696.94
2013-06-10,1697.26
2013-06-11,1697.43
2013-06-12,1697.53
2013-06-13,1698.08
2013-06-14,1698.45
2013-06-15,1698.52
2013-06-16,1698.48
2013-06-17,1698.85
2013-06-18,1700.04
2013-06-19,1701.61
2013-06-20,1702.61
2013-06-21,1703.59
2013-06-22,1704.45
2013-06-23,1704.72
2013-06-24,1705.52
2013-06-25,1707.35
2013-06-26,1708.44
2013-06-27,1709.28
2013-06-28,1710.05
2013-06-29,1710.74
2013-06-30,1710.86
2013-07-01,1711.99
2013-07-02,1713.42
2013-07-03,1714.25
2013-07-04,1715.08
2013-07-05,1716.15
2013-07-06,1717.22
2013-07-07,1717.69
2013-07-08,1718.6
2013-07-09,1719.91
2013-07-10,1721.2
2013-07-11,1722.51
2013-07-12,1723.65
2013-07-13,1725.06
2013-07-14,1725.78
2013-07-15,1727.09
2013-07-16,1729.44
2013-07-17,1731.79
2013-07-18,1733.63
2013-07-19,1735.44
2013-07-20,1737.09
2013-07-21,1737.71
2013-07-22,1739.42
2013-07-23,1740.74
2013-07-24,1741.81
2013-07-25,1742.63
2013-07-26,1743.11
2013-07-27,1743.86
2013-07-28,1743.83
2013-07-29,1744.18
2013-07-30,1744.43
2013-07-31,1744.6
2013-08-01,1744.75
2013-08-02,1744.84
2013-08-03,1745.31
2013-08-04,1745.21
2013-08-05,1745.37
2013-08-06,1745.34
2013-08-07,1745.3
2013-08-08,1745.11
2013-08-09,1744.99
2013-08-10,1744.95
2013-08-11,1744.82
2013-08-12,1744.89
2013-08-13,1744.87
2013-08-14,1744.93
2013-08-15,1744.61
2013-08-16,1744.55
2013-08-17,1744.11
2013-08-18,1743.91
2013-08-19,1743.9
2013-08-20,1743.72
2013-08-21,1743.58
2013-08-22,1743.33
2013-08-23,1742.89
2013-08-24,1742.43
2013-08-25,1742.12
2013-08-26,1741.96
2013-08-27,1741.5
2013-08-28,1740.96
2013-08-29,1740.4
2013-08-30,1740.16
2013-08-31,1739.94
2013-09-01,1739.67
2013-09-02,1739.48
2013-09-03,1739.91
2013-09-04,1739.77
2013-09-05,1739.57
2013-09-06,1739.25
2013-09-07,1738.89
2013-09-08,1738.6
2013-09-09,1738.5
2013-09-10,1738.09
2013-09-11,1737.75
2013-09-12,1737.25
2013-09-13,1736.48
2013-09-14,1735.8
2013-09-15,1735.46
2013-09-16,1735.39
2013-09-17,1734.49
2013-09-18,1733.77
2013-09-19,1733.65
2013-09-20,1733.54
2013-09-21,1733.28
2013-09-22,1732.95
2013-09-23,1732.41
2013-09-24,1731.07
2013-09-25,1729.53
2013-09-26,1727.76
2013-09-27,1726.23
2013-09-28,1724.86
2013-09-29,1724.1
2013-09-30,1723.62
2013-10-01,1720.72
2013-10-02,1719.03
2013-10-03,1717.43
2013-10-04,1716.53
2013-10-05,1715.27
2013-10-06,1714.42
2013-10-07,1713.87
2013-10-08,1712.44
2013-10-09,1711.7
2013-10-10,1710.88
2013-10-11,1709.85
2013-10-12,1709.08
2013-10-13,1708.5
2013-10-14,1708.4
2013-10-15,1708.01
2013-10-16,1707.95
2013-10-17,1707.61
2013-10-18,1707.16
2013-10-19,1706.79
2013-10-20,1706.41
2013-10-21,1706.33
2013-10-22,1705.86
2013-10-23,1705.52
2013-10-24,1704.76
2013-10-25,1704.19
2013-10-26,1703.47
2013-10-27,1703.13
2013-10-28,1703.02
2013-10-29,1701.77
2013-10-30,1701.1
2013-10-31,1700.48
2013-11-01,1698.85
2013-11-02,1697.96
2013-11-03,1697.46
2013-11-04,1697.16
2013-11-05,1696.83
2013-11-06,1696.25
2013-11-07,1695.48
2013-11-08,1694.96
2013-11-09,1694.34
2013-11-10,1693.92
2013-11-11,1694.04
2013-11-12,1693.25
2013-11-13,1692.52
2013-11-14,1692.15
2013-11-15,1691.77
2013-11-16,1691.49
2013-11-17,1691.09
2013-11-18,1691.04
2013-11-19,1690.86
2013-11-20,1690.99
2013-11-21,1690.78
2013-11-22,1690.7
2013-11-23,1690.84
2013-11-24,1690.62
2013-11-25,1690.69
2013-11-26,1690.68
2013-11-27,1690.37
2013-11-28,1690.41
2013-11-29,1690.5
2013-11-30,1690.54
2013-12-01,1690.29
2013-12-02,1690.53
2013-12-03,1692.41
2013-12-04,1693.3
2013-12-05,1694.11
2013-12-06,1694.96
2013-12-07,1695.68
2013-12-08,1695.8
2013-12-09,1696.49
2013-12-10,1697.66
2013-12-11,1698.4
2013-12-12,1699.06
2013-12-13,1699.46
2013-12-14,1699.99
2013-12-15,1699.95
2013-12-16,1700.55
2013-12-17,1700.59
2013-12-18,1700.7
2013-12-19,1700.94
2013-12-20,1701.44
2013-12-21,1701.7
2013-12-22,1701.77
2013-12-23,1702.13
2013-12-24,1702.32
2013-12-25,1702.48
2013-12-26,1702.95
2013-12-27,1703.3
2013-12-28,1703.53
2013-12-29,1703.6
2013-12-30,1704.02
2013-12-31,1705.43
2014-01-01,1705.85
2014-01-02,1706.27
2014-01-03,1707.15
2014-01-04,1707.61
2014-01-05,1707.56
2014-01-06,1707.8
2014-01-07,1707.73
2014-01-08,1707.7
2014-01-09,1707.6
2014-01-10,1707.37
2014-01-11,1707.28
2014-01-12,1707.11
2014-01-13,1707.12
2014-01-14,1706.65
2014-01-15,1706.31
2014-01-16,1705.98
2014-01-17,1705.56
2014-01-18,1705.11
2014-01-19,1704.69
2014-01-20,1704.51
2014-01-21,1704.06
2014-01-22,1703.67
2014-01-23,1703.47
2014-01-24,1702.88
2014-01-25,1702.41
2014-01-26,1702.17
2014-01-27,1702.14
2014-01-28,1701.88
2014-01-29,1701.64
2014-01-30,1701.27
2014-01-31,1701.18
2014-02-01,1700.98
2014-02-02,1700.81
2014-02-03,1700.62
2014-02-04,1700.7
2014-02-05,1700.5
2014-02-06,1700.22
2014-02-07,1699.92
2014-02-08,1699.48
2014-02-09,1699.1
2014-02-10,1699.14
2014-02-11,1698.7
2014-02-12,1698.37
2014-02-13,1698.15
2014-02-14,1697.95
2014-02-15,1697.69
2014-02-16,1697.39
2014-02-17,1697.58
2014-02-18,1697.75
2014-02-19,1697.61
2014-02-20,1697.58
2014-02-21,1697.44
2014-02-22,1697.35
2014-02-23,1697.06
2014-02-24,1697.34
2014-02-25,1697.62
2014-02-26,1697.69
2014-02-27,1697.5
2014-02-28,1697.53
2014-03-01,1697.35
2014-03-02,1697.19
2014-03-03,1697.44
2014-03-04,1697.46
2014-03-05,1697.47
2014-03-06,1697.44
2014-03-07,1697.76
2014-03-08,1697.62
2014-03-09,1697.44
2014-03-10,1697.79
2014-03-11,1697.68
2014-03-12,1697.54
2014-03-13,1697.54
2014-03-14,1697.26
2014-03-15,1697.0
2014-03-16,1696.83
2014-03-17,1696.95
2014-03-18,1696.52
2014-03-19,1696.19
2014-03-20,1695.94
2014-03-21,1695.33
2014-03-22,1694.98
2014-03-23,1694.67
2014-03-24,1694.7
2014-03-25,1694.39
2014-03-26,1694.09
2014-03-27,1693.82
2014-03-28,1693.62
2014-03-29,1693.22
2014-03-30,1693.02
2014-03-31,1693.14
2014-04-01,1692.96
2014-04-02,1692.75
2014-04-03,1692.64
2014-04-04,1692.45
2014-04-05,1692.11
2014-04-06,1691.83
2014-04-07,1691.93
2014-04-08,1691.4
2014-04-09,1691.14
2014-04-10,1690.81
2014-04-11,1690.21
2014-04-12,1689.76
2014-04-13,1689.51
2014-04-14,1689.5
2014-04-15,1689.05
2014-04-16,1688.75
2014-04-17,1688.45
2014-04-18,1688.07
2014-04-19,1687.74
2014-04-20,1687.52
2014-04-21,1687.49
2014-04-22,1687.09
2014-04-23,1686.66
2014-04-24,1686.41
2014-04-25,1686.13
2014-04-26,1685.95
2014-04-27,1685.49
2014-04-28,1685.52
2014-04-29,1685.42
2014-04-30,1685.24
2014-05-01,1684.67
2014-05-02,1684.58
2014-05-03,1684.44
2014-05-04,1684.39
2014-05-05,1684.48
2014-05-06,1684.53
2014-05-07,1684.28
2014-05-08,1683.99
2014-05-09,1683.64
2014-05-10,1683.27
2014-05-11,1682.91
2014-05-12,1682.93
2014-05-13,1682.38
2014-05-14,1681.9
2014-05-15,1681.29
2014-05-16,1680.85
2014-05-17,1680.29
2014-05-18,1680.02
2014-05-19,1680.04
2014-05-20,1679.7
2014-05-21,1679.46
2014-05-22,1679.04
2014-05-23,1678.88
2014-05-24,1678.46
2014-05-25,1677.94
2014-05-26,1677.81
2014-05-27,1677.53
2014-05-28,1677.1
2014-05-29,1676.75
2014-05-30,1676.63
2014-05-31,1676.29
2014-06-01,1675.73
2014-06-02,1675.52
2014-06-03,1675.22
2014-06-04,1674.9
2014-06-05,1674.75
2014-06-06,1674.16
2014-06-07,1673.98
2014-06-08,1673.64
2014-06-09,1673.56
2014-06-10,1672.69
2014-06-11,1671.7
2014-06-12,1670.91
2014-06-13,1670.28
2014-06-14,1669.51
2014-06-15,1669.2
2014-06-16,1669.01
2014-06-17,1668.6
2014-06-18,1668.26
2014-06-19,1667.83
2014-06-20,1667.59
2014-06-21,1667.35
2014-06-22,1667.1
2014-06-23,1667.22
2014-06-24,1667.4
2014-06-25,1667.32
2014-06-26,1667.37
2014-06-27,1667.29
2014-06-28,1667.12
2014-06-29,1666.82
2014-06-30,1667.24
2014-07-01,1666.85
2014-07-02,1666.7
2014-07-03,1666.46
2014-07-04,1666.41
2014-07-05,1666.1
2014-07-06,1665.83
2014-07-07,1665.75
2014-07-08,1665.06
2014-07-09,1664.52
2014-07-10,1664.12
2014-07-11,1663.52
2014-07-12,1663.05
2014-07-13,1662.61
2014-07-14,1662.65
2014-07-15,1661.98
2014-07-16,1661.49
2014-07-17,1660.88
2014-07-18,1660.39
2014-07-19,1659.97
2014-07-20,1659.65
2014-07-21,1659.71
2014-07-22,1659.31
2014-07-23,1658.93
2014-07-24,1658.32
2014-07-25,1657.95
2014-07-26,1657.41
2014-07-27,1657.08
2014-07-28,1657.09
2014-07-29,1656.57
2014-07-30,1656.18
2014-07-31,1655.77
2014-08-01,1654.37
2014-08-02,1653.5
2014-08-03,1653.24
2014-08-04,1652.99
2014-08-05,1652.39
2014-08-06,1651.6
2014-08-07,1650.86
2014-08-08,1650.11
2014-08-09,1649.91
2014-08-10,1649.66
2014-08-11,1648.99
2014-08-12,1649.24
2014-08-13,1647.84
2014-08-14,1646.88
2014-08-15,1646.15
2014-08-16,1645.62
2014-08-17,1645.19
2014-08-18,1644.83
2014-08-19,1643.72
2014-08-20,1642.62
2014-08-21,1641.46
2014-08-22,1640.37
2014-08-23,1639.26
2014-08-24,1638.49
2014-08-25,1637.88
2014-08-26,1636.61
2014-08-27,1635.31
