date,lpg_price_krw
2012-04-27,1144.39
2012-04-28,1144.34
2012-04-29,1144.37
2012-04-30,1144.52
2012-05-01,1166.03
2012-05-02,1170.84
2012-05-03,1171.79
2012-05-04,1171.86
2012-05-05,1171.89
2012-05-06,1171.77
2012-05-07,1171.93
2012-05-08,1172.16
2012-05-09,1172.08
2012-05-10,1172.24
2012-05-11,1172.65
2012-05-12,1172.88
2012-05-13,1172.67
2012-05-14,1172.73
2012-05-15,1172.92
2012-05-16,1173.17
2012-05-17,1173.22
2012-05-18,1173.1
2012-05-19,1173.13
2012-05-20,1172.86
2012-05-21,1173.08
2012-05-22,1173.24
2012-05-23,1173.13
2012-05-24,1173.13
2012-05-25,1173.02
2012-05-26,1173.14
2012-05-27,1173.07
2012-05-28,1173.12
2012-05-29,1173.05
2012-05-30,1173.24
2012-05-31,1173.17
2012-06-01,1149.77
2012-06-02,1147.49
2012-06-03,1147.25
2012-06-04,1146.87
2012-06-05,1146.62
2012-06-06,1146.36
2012-06-07,1146.35
2012-06-08,1146.43
2012-06-09,1146.32
2012-06-10,1146.29
2012-06-11,1146.28
2012-06-12,1146.27
2012-06-13,1146.0
2012-06-14,1146.04
2012-06-15,1146.0
2012-06-16,1146.04
2012-06-17,1146.02
2012-06-18,1145.89
2012-06-19,1145.57
2012-06-20,1145.56
2012-06-21,1145.66
2012-06-22,1145.76
2012-06-23,1145.56
2012-06-24,1145.46
2012-06-25,1145.65
2012-06-26,1145.68
2012-06-27,1145.55
2012-06-28,1145.53
2012-06-29,1145.76
2012-06-30,1145.46
2012-07-01,1097.75
2012-07-02,1091.05
2012-07-03,1089.07
2012-07-04,1088.45
2012-07-05,1088.29
2012-07-06,1088.45
2012-07-07,1088.01
2012-07-08,1087.75
2012-07-09,1087.56
2012-07-10,1086.95
2012-07-11,1087.08
2012-07-12,1087.36
2012-07-13,1087.12
2012-07-14,1087.02
2012-07-15,1087.09
2012-07-16,1086.94
2012-07-17,1086.98
2012-07-18,1086.92
2012-07-19,1087.06
2012-07-20,1087.08
2012-07-21,1086.77
2012-07-22,1086.61
2012-07-23,1087.1
2012-07-24,1086.78
2012-07-25,1087.04
2012-07-26,1087.13
2012-07-27,1086.79
2012-07-28,1086.93
2012-07-29,1086.77
2012-07-30,1086.93
2012-07-31,1086.83
2012-08-01,1048.08
2012-08-02,1045.18
2012-08-03,1044.06
2012-08-04,1043.76
2012-08-05,1043.08
2012-08-06,1043.77
2012-08-07,1042.8
2012-08-08,1042.9
2012-08-09,1042.53
2012-08-10,1042.58
2012-08-11,1042.36
2012-08-12,1042.24
2012-08-13,1042.08
2012-08-14,1042.3
2012-08-15,1041.67
2012-08-16,1041.9
2012-08-17,1041.88
2012-08-18,1041.74
2012-08-19,1041.74
2012-08-20,1041.74
2012-08-21,1041.32
2012-08-22,1041.2
2012-08-23,1041.28
2012-08-24,1041.37
2012-08-25,1041.21
2012-08-26,1040.96
2012-08-27,1041.04
2012-08-28,1041.27
2012-08-29,1041.35
2012-08-30,1041.16
2012-08-31,1041.36
2012-09-01,1040.78
2012-09-02,1040.76
2012-09-03,1041.18
2012-09-04,1040.73
2012-09-05,1040.71
2012-09-06,1040.62
2012-09-07,1040.54
2012-09-08,1040.67
2012-09-09,1040.37
2012-09-10,1040.63
2012-09-11,1040.69
2012-09-12,1040.36
2012-09-13,1040.55
2012-09-14,1040.76
2012-09-15,1040.37
2012-09-16,1040.34
2012-09-17,1040.23
2012-09-18,1040.38
2012-09-19,1040.65
2012-09-20,1040.43
2012-09-21,1040.66
2012-09-22,1040.49
2012-09-23,1040.35
2012-09-24,1040.63
2012-09-25,1040.8
2012-09-26,1040.6
2012-09-27,1040.69
2012-09-28,1040.79
2012-09-29,1040.83
2012-09-30,1040.65
2012-10-01,1066.2
2012-10-02,1070.0
2012-10-03,1084.61
2012-10-04,1096.94
2012-10-05,1098.24
2012-10-06,1098.23
2012-10-07,1098.28
2012-10-08,1098.46
2012-10-09,1099.38
2012-10-10,1099.24
2012-10-11,1099.4
2012-10-12,1099.39
2012-10-13,1099.48
2012-10-14,1099.3
2012-10-15,1099.43
2012-10-16,1099.26
2012-10-17,1099.25
2012-10-18,1099.32
2012-10-19,1099.05
2012-10-20,1099.11
2012-10-21,1099.15
2012-10-22,1099.23
2012-10-23,1099.26
2012-10-24,1099.17
2012-10-25,1099.12
2012-10-26,1099.24
2012-10-27,1099.24
2012-10-28,1099.14
2012-10-29,1099.28
2012-10-30,1099.13
2012-10-31,1099.3
2012-11-01,1099.17
2012-11-02,1099.3
2012-11-03,1099.17
2012-11-04,1099.07
2012-11-05,1099.19
2012-11-06,1099.08
2012-11-07,1099.11
2012-11-08,1099.12
2012-11-09,1099.07
2012-11-10,1099.22
2012-11-11,1099.17
2012-11-12,1099.27
2012-11-13,1099.26
2012-11-14,1099.36
2012-11-15,1099.27
2012-11-16,1099.19
2012-11-17,1099.34
2012-11-18,1099.21
2012-11-19,1099.23
2012-11-20,1099.16
2012-11-21,1099.29
2012-11-22,1099.23
2012-11-23,1099.35
2012-11-24,1099.23
2012-11-25,1099.18
2012-11-26,1099.29
2012-11-27,1099.32
2012-11-28,1099.31
2012-11-29,1099.38
2012-11-30,1099.48
2012-12-01,1099.51
2012-12-02,1099.42
2012-12-03,1098.85
2012-12-04,1099.73
2012-12-05,1099.61
2012-12-06,1099.61
2012-12-07,1099.51
2012-12-08,1099.53
2012-12-09,1099.41
2012-12-10,1099.45
2012-12-11,1099.51
2012-12-12,1099.38
2012-12-13,1099.42
2012-12-14,1099.25
2012-12-15,1099.33
2012-12-16,1099.37
2012-12-17,1099.2
2012-12-18,1099.31
2012-12-19,1099.3
2012-12-20,1099.27
2012-12-21,1099.18
2012-12-22,1099.22
2012-12-23,1099.21
2012-12-24,1099.18
2012-12-25,1099.18
2012-12-26,1099.26
2012-12-27,1099.21
2012-12-28,1099.15
2012-12-29,1099.26
2012-12-30,1099.26
2012-12-31,1099.27
2013-01-01,1099.27
2013-01-02,1099.27
2013-01-03,1099.23
2013-01-04,1099.27
2013-01-05,1099.27
2013-01-06,1099.3
2013-01-07,1099.19
2013-01-08,1099.34
2013-01-09,1099.32
2013-01-10,1099.34
2013-01-11,1099.29
2013-01-12,1099.28
2013-01-13,1099.19
2013-01-14,1099.47
2013-01-15,1099.38
2013-01-16,1099.29
2013-01-17,1099.32
2013-01-18,1099.4
2013-01-19,1099.23
2013-01-20,1099.28
2013-01-21,1099.29
2013-01-22,1099.31
2013-01-23,1099.26
2013-01-24,1099.34
2013-01-25,1099.5
2013-01-26,1099.47
2013-01-27,1099.53
2013-01-28,1099.65
2013-01-29,1099.59
2013-01-30,1099.62
2013-01-31,1099.65
2013-02-01,1099.84
2013-02-02,1099.86
2013-02-03,1099.79
2013-02-04,1099.7
2013-02-05,1099.79
2013-02-06,1099.76
2013-02-07,1099.75
2013-02-08,1099.9
2013-02-09,1099.96
2013-02-10,1099.85
2013-02-11,1099.87
2013-02-12,1099.88
2013-02-13,1099.81
2013-02-14,1099.61
2013-02-15,1099.74
2013-02-16,1099.76
2013-02-17,1099.74
2013-02-18,1099.74
2013-02-19,1099.7
2013-02-20,1099.77
2013-02-21,1099.8
2013-02-22,1099.74
2013-02-23,1099.78
2013-02-24,1099.64
2013-02-25,1099.79
2013-02-26,1099.82
2013-02-27,1099.83
2013-02-28,1099.8
2013-03-01,1094.46
2013-03-02,1092.32
2013-03-03,1092.02
2013-03-04,1090.95
2013-03-05,1090.57
2013-03-06,1090.46
2013-03-07,1090.41
2013-03-08,1090.38
2013-03-09,1090.33
2013-03-10,1090.26
2013-03-11,1090.27
2013-03-12,1090.21
2013-03-13,1090.12
2013-03-14,1090.23
2013-03-15,1090.05
2013-03-16,1089.96
2013-03-17,1089.84
2013-03-18,1089.93
2013-03-19,1089.93
2013-03-20,1089.86
2013-03-21,1089.86
2013-03-22,1089.87
2013-03-23,1089.88
2013-03-24,1089.8
2013-03-25,1089.86
2013-03-26,1089.78
2013-03-27,1089.75
2013-03-28,1089.75
2013-03-29,1089.78
2013-03-30,1089.68
2013-03-31,1089.63
2013-04-01,1089.75
2013-04-02,1089.67
2013-04-03,1089.55
2013-04-04,1089.6
2013-04-05,1089.5
2013-04-06,1089.69
2013-04-07,1089.43
2013-04-08,1089.41
2013-04-09,1089.42
2013-04-10,1089.36
2013-04-11,1089.33
2013-04-12,1089.43
2013-04-13,1089.48
2013-04-14,1089.39
2013-04-15,1089.42
2013-04-16,1089.41
2013-04-17,1089.33
2013-04-18,1089.37
2013-04-19,1089.33
2013-04-20,1089.17
2013-04-21,1089.22
2013-04-22,1089.21
2013-04-23,1089.14
2013-04-24,1089.17
2013-04-25,1089.17
2013-04-26,1089.16
2013-04-27,1089.06
2013-04-28,1089.08
2013-04-29,1089.24
2013-04-30,1089.15
2013-05-01,1067.69
2013-05-02,1064.72
2013-05-03,1063.78
2013-05-04,1063.13
2013-05-05,1063.08
2013-05-06,1063.01
2013-05-07,1062.62
2013-05-08,1062.53
2013-05-09,1062.23
2013-05-10,1062.21
2013-05-11,1062.16
2013-05-12,1062.02
2013-05-13,1062.15
2013-05-14,1062.06
2013-05-15,1062.09
2013-05-16,1062.02
2013-05-17,1062.02
2013-05-18,1061.98
2013-05-19,1061.91
2013-05-20,1061.98
2013-05-21,1061.85
2013-05-22,1061.88
2013-05-23,1061.71
2013-05-24,1061.81
2013-05-25,1061.65
2013-05-26,1061.61
2013-05-27,1061.7
2013-05-28,1061.75
2013-05-29,1061.75
2013-05-30,1061.85
2013-05-31,1061.68
2013-06-01,1047.26
2013-06-02,1045.93
2013-06-03,1044.66
2013-06-04,1043.81
2013-06-05,1043.73
2013-06-06,1043.59
2013-06-07,1043.53
2013-06-08,1043.49
2013-06-09,1043.19
2013-06-10,1043.26
2013-06-11,1043.26
2013-06-12,1043.21
2013-06-13,1043.15
2013-06-14,1043.2
2013-06-15,1043.08
2013-06-16,1043.07
2013-06-17,1043.27
2013-06-18,1043.25
2013-06-19,1042.95
2013-06-20,1043.0
2013-06-21,1043.02
2013-06-22,1042.84
2013-06-23,1042.64
2013-06-24,1042.75
2013-06-25,1042.92
2013-06-26,1042.67
2013-06-27,1042.73
2013-06-28,1042.78
2013-06-29,1042.48
2013-06-30,1042.55
2013-07-01,1042.73
2013-07-02,1042.6
2013-07-03,1042.83
2013-07-04,1042.51
2013-07-05,1042.53
2013-07-06,1042.42
2013-07-07,1042.38
2013-07-08,1042.41
2013-07-09,1042.18
2013-07-10,1042.17
2013-07-11,1042.1
2013-07-12,1042.03
2013-07-13,1042.06
2013-07-14,1041.95
2013-07-15,1042.17
2013-07-16,1042.23
2013-07-17,1042.18
2013-07-18,1041.98
2013-07-19,1042.1
2013-07-20,1041.97
2013-07-21,1041.98
2013-07-22,1042.09
2013-07-23,1041.94
2013-07-24,1041.99
2013-07-25,1041.84
2013-07-26,1041.86
2013-07-27,1041.7
2013-07-28,1041.59
2013-07-29,1041.75
2013-07-30,1041.85
2013-07-31,1042.15
2013-08-01,1063.24
2013-08-02,1064.75
2013-08-03,1064.9
2013-08-04,1064.82
2013-08-05,1065.16
2013-08-06,1065.41
2013-08-07,1065.42
2013-08-08,1065.4
2013-08-09,1065.34
2013-08-10,1065.34
2013-08-11,1065.18
2013-08-12,1065.52
2013-08-13,1065.36
2013-08-14,1065.38
2013-08-15,1065.36
2013-08-16,1065.38
2013-08-17,1065.16
2013-08-18,1065.12
2013-08-19,1065.25
2013-08-20,1065.31
2013-08-21,1065.13
2013-08-22,1065.15
2013-08-23,1065.21
2013-08-24,1065.18
2013-08-25,1065.06
2013-08-26,1065.33
2013-08-27,1065.25
2013-08-28,1065.31
2013-08-29,1065.17
2013-08-30,1064.96
2013-08-31,1064.98
2013-09-01,1064.93
2013-09-02,1064.9
2013-09-03,1064.71
2013-09-04,1064.81
2013-09-05,1064.82
2013-09-06,1065.06
2013-09-07,1064.7
2013-09-08,1064.68
2013-09-09,1064.66
2013-09-10,1064.91
2013-09-11,1065.08
2013-09-12,1065.15
2013-09-13,1065.28
2013-09-14,1065.16
2013-09-15,1064.96
2013-09-16,1065.28
2013-09-17,1065.16
2013-09-18,1065.0
2013-09-19,1065.12
2013-09-20,1065.11
2013-09-21,1065.33
2013-09-22,1065.03
2013-09-23,1065.23
2013-09-24,1065.11
2013-09-25,1065.2
2013-09-26,1065.36
2013-09-27,1065.47
2013-09-28,1065.31
2013-09-29,1065.05
2013-09-30,1065.33
2013-10-01,1065.24
2013-10-02,1065.24
2013-10-03,1065.17
2013-10-04,1065.45
2013-10-05,1065.53
2013-10-06,1065.34
2013-10-07,1065.39
2013-10-08,1065.79
2013-10-09,1065.38
2013-10-10,1066.02
2013-10-11,1065.4
2013-10-12,1065.53
2013-10-13,1065.26
2013-10-14,1065.33
2013-10-15,1065.33
2013-10-16,1065.31
2013-10-17,1065.39
2013-10-18,1065.22
2013-10-19,1065.29
2013-10-20,1065.14
2013-10-21,1065.45
2013-10-22,1065.25
2013-10-23,1065.45
2013-10-24,1065.26
2013-10-25,1065.29
2013-10-26,1065.28
2013-10-27,1065.2
2013-10-28,1065.33
2013-10-29,1065.19
2013-10-30,1065.42
2013-10-31,1065.2
2013-11-01,1065.15
2013-11-02,1065.27
2013-11-03,1064.91
2013-11-04,1065.26
2013-11-05,1065.27
2013-11-06,1065.09
2013-11-07,1064.98
2013-11-08,1065.09
2013-11-09,1064.85
2013-11-10,1064.76
2013-11-11,1064.98
2013-11-12,1065.08
2013-11-13,1064.91
2013-11-14,1064.91
2013-11-15,1064.85
2013-11-16,1064.87
2013-11-17,1064.79
2013-11-18,1064.9
2013-11-19,1064.87
2013-11-20,1064.78
2013-11-21,1064.81
2013-11-22,1064.83
2013-11-23,1064.87
2013-11-24,1064.81
2013-11-25,1064.89
2013-11-26,1064.84
2013-11-27,1064.94
2013-11-28,1064.84
2013-11-29,1064.89
2013-11-30,1064.82
2013-12-01,1065.05
2013-12-02,1065.11
2013-12-03,1065.1
2013-12-04,1065.27
2013-12-05,1065.15
2013-12-06,1065.15
2013-12-07,1065.3
2013-12-08,1065.18
2013-12-09,1065.22
2013-12-10,1064.93
2013-12-11,1065.01
2013-12-12,1065.03
2013-12-13,1064.87
2013-12-14,1064.94
2013-12-15,1064.88
2013-12-16,1064.81
2013-12-17,1064.98
2013-12-18,1064.91
2013-12-19,1064.98
2013-12-20,1065.11
2013-12-21,1064.9
2013-12-22,1065.01
2013-12-23,1064.82
2013-12-24,1065.09
2013-12-25,1065.06
2013-12-26,1064.87
2013-12-27,1065.07
2013-12-28,1065.0
2013-12-29,1064.7
2013-12-30,1065.11
2013-12-31,1064.93
2014-01-01,1111.56
2014-01-02,1119.48
2014-01-03,1120.45
2014-01-04,1121.01
2014-01-05,1121.14
2014-01-06,1121.37
2014-01-07,1121.5
2014-01-08,1122.15
2014-01-09,1122.31
2014-01-10,1122.4
2014-01-11,1122.77
2014-01-12,1122.27
2014-01-13,1122.55
2014-01-14,1122.59
2014-01-15,1122.61
2014-01-16,1122.82
2014-01-17,1122.67
2014-01-18,1122.73
2014-01-19,1122.63
2014-01-20,1122.89
2014-01-21,1122.65
2014-01-22,1122.52
2014-01-23,1123.14
2014-01-24,1122.71
2014-01-25,1122.79
2014-01-26,1122.43
2014-01-27,1122.75
2014-01-28,1122.62
2014-01-29,1122.71
2014-01-30,1122.79
2014-01-31,1122.56
2014-02-01,1122.81
2014-02-02,1122.94
2014-02-03,1122.78
2014-02-04,1122.81
2014-02-05,1122.81
2014-02-06,1123.08
2014-02-07,1122.69
2014-02-08,1122.59
2014-02-09,1122.6
2014-02-10,1122.59
2014-02-11,1122.56
2014-02-12,1122.6
2014-02-13,1122.69
2014-02-14,1122.54
2014-02-15,1122.38
2014-02-16,1122.33
2014-02-17,1122.36
2014-02-18,1122.23
2014-02-19,1122.25
2014-02-20,1122.29
2014-02-21,1122.07
2014-02-22,1122.25
2014-02-23,1122.05
2014-02-24,1122.03
2014-02-25,1121.98
2014-02-26,1122.0
2014-02-27,1121.91
2014-02-28,1121.97
2014-03-01,1121.98
2014-03-02,1122.02
2014-03-03,1122.06
2014-03-04,1121.89
2014-03-05,1121.93
2014-03-06,1121.84
2014-03-07,1122.26
2014-03-08,1121.8
2014-03-09,1121.81
2014-03-10,1121.76
2014-03-11,1121.44
2014-03-12,1121.45
2014-03-13,1121.62
2014-03-14,1121.65
2014-03-15,1121.65
2014-03-16,1121.46
2014-03-17,1121.7
2014-03-18,1121.63
2014-03-19,1121.69
2014-03-20,1121.53
2014-03-21,1122.05
2014-03-22,1122.2
2014-03-23,1122.01
2014-03-24,1122.03
2014-03-25,1122.32
2014-03-26,1121.78
2014-03-27,1121.67
2014-03-28,1121.65
2014-03-29,1121.64
2014-03-30,1121.54
2014-03-31,1121.63
2014-04-01,1102.03
2014-04-02,1099.33
2014-04-03,1098.67
2014-04-04,1098.23
2014-04-05,1098.07
2014-04-06,1097.71
2014-04-07,1097.8
2014-04-08,1097.36
2014-04-09,1097.32
2014-04-10,1097.1
2014-04-11,1097.11
2014-04-12,1097.0
2014-04-13,1097.06
2014-04-14,1097.11
2014-04-15,1097.02
2014-04-16,1096.85
2014-04-17,1097.0
2014-04-18,1097.36
2014-04-19,1096.87
2014-04-20,1096.72
2014-04-21,1096.76
2014-04-22,1096.82
2014-04-23,1096.73
2014-04-24,1096.88
2014-04-25,1096.67
2014-04-26,1096.87
2014-04-27,1096.67
2014-04-28,1096.71
2014-04-29,1096.78
2014-04-30,1096.86
2014-05-01,1096.52
2014-05-02,1096.59
2014-05-03,1096.49
2014-05-04,1096.39
2014-05-05,1096.62
2014-05-06,1096.46
2014-05-07,1096.31
2014-05-08,1096.41
2014-05-09,1096.52
2014-05-10,1096.42
2014-05-11,1096.2
2014-05-12,1096.31
2014-05-13,1096.35
2014-05-14,1096.29
2014-05-15,1096.22
2014-05-16,1096.31
2014-05-17,1096.11
2014-05-18,1096.1
2014-05-19,1096.15
2014-05-20,1096.33
2014-05-21,1096.13
2014-05-22,1096.16
2014-05-23,1096.18
2014-05-24,1096.07
2014-05-25,1095.99
2014-05-26,1096.42
2014-05-27,1096.23
2014-05-28,1096.07
2014-05-29,1096.15
2014-05-30,1096.29
2014-05-31,1095.96
2014-06-01,1066.09
2014-06-02,1059.91
2014-06-03,1057.49
2014-06-04,1057.08
2014-06-05,1056.84
2014-06-06,1055.88
2014-06-07,1055.86
2014-06-08,1055.54
2014-06-09,1055.72
2014-06-10,1055.51
2014-06-11,1055.52
2014-06-12,1055.33
2014-06-13,1055.31
2014-06-14,1055.05
2014-06-15,1055.02
2014-06-16,1054.85
2014-06-17,1054.83
2014-06-18,1055.12
2014-06-19,1054.78
2014-06-20,1054.9
2014-06-21,1054.77
2014-06-22,1054.61
2014-06-23,1054.79
2014-06-24,1054.71
2014-06-25,1054.75
2014-06-26,1054.69
2014-06-27,1054.65
2014-06-28,1054.75
2014-06-29,1054.38
2014-06-30,1054.89
2014-07-01,1054.47
2014-07-02,1054.34
2014-07-03,1054.17
2014-07-04,1054.09
2014-07-05,1054.03
2014-07-06,1054.15
2014-07-07,1054.35
2014-07-08,1054.12
2014-07-09,1054.19
2014-07-10,1054.18
2014-07-11,1054.15
2014-07-12,1054.15
2014-07-13,1053.93
2014-07-14,1054.33
2014-07-15,1054.26
2014-07-16,1054.02
2014-07-17,1054.14
2014-07-18,1054.03
2014-07-19,1054.06
2014-07-20,1053.85
2014-07-21,1054.06
2014-07-22,1053.82
2014-07-23,1053.79
2014-07-24,1054.07
2014-07-25,1054.01
2014-07-26,1053.69
2014-07-27,1053.6
2014-07-28,1054.11
2014-07-29,1054.1
2014-07-30,1053.65
2014-07-31,1053.84
2014-08-01,1042.26
2014-08-02,1040.93
2014-08-03,1039.89
2014-08-04,1039.37
2014-08-05,1038.5
2014-08-06,1038.49
2014-08-07,1038.36
2014-08-08,1037.81
2014-08-09,1037.77
2014-08-10,1037.76
2014-08-11,1038.02
2014-08-12,1037.5
2014-08-13,1037.29
2014-08-14,1037.17
2014-08-15,1037.08
2014-08-16,1037.11
2014-08-17,1037.22
2014-08-18,1037.39
2014-08-19,1037.21
2014-08-20,1036.85
2014-08-21,1037.2
2014-08-22,1036.99
2014-08-23,1036.75
2014-08-24,1036.6
2014-08-25,1036.79
2014-08-26,1036.67
2014-08-27,1036.77
2014-08-28,1036.72
2014-08-29,1036.66
2014-08-30,1036.65
2014-08-31,1036.39
2014-09-01,1018.89
2014-09-02,1016.18
2014-09-03,1015.13
2014-09-04,1014.58
2014-09-05,1014.31
2014-09-06,1013.93
2014-09-07,1013.67
2014-09-08,1013.71
2014-09-09,1013.74
2014-09-10,1013.56
2014-09-11,1013.49
2014-09-12,1013.31
2014-09-13,1013.06
2014-09-14,1013.07
2014-09-15,1013.01
2014-09-16,1012.72
2014-09-17,1012.8
2014-09-18,1012.55
2014-09-19,1012.33
2014-09-20,1012.23
2014-09-21,1012.03
2014-09-22,1012.51
2014-09-23,1011.99
2014-09-24,1012.28
2014-09-25,1011.95
2014-09-26,1012.13
2014-09-27,1011.78
2014-09-28,1011.64
2014-09-29,1012.17
2014-09-30,1011.85
2014-10-01,1000.98
2014-10-02,998.81
2014-10-03,998.31
2014-10-04,997.72
2014-10-05,997.41
2014-10-06,997.26
2014-10-07,996.63
2014-10-08,996.61
2014-10-09,996.32
2014-10-10,995.89
2014-10-11,995.73
2014-10-12,995.57
2014-10-13,995.7
2014-10-14,995.45
2014-10-15,995.63
2014-10-16,995.26
2014-10-17,995.28
2014-10-18,995.7
2014-10-19,995.39
2014-10-20,995.76
2014-10-21,995.57
2014-10-22,995.67
2014-10-23,995.57
2014-10-24,995.36
2014-10-25,995.37
2014-10-26,995.19
2014-10-27,995.38
2014-10-28,995.41
2014-10-29,995.29
2014-10-30,995.26
2014-10-31,995.32
2014-11-01,988.43
2014-11-02,986.68
2014-11-03,987.05
2014-11-04,985.76
2014-11-05,985.31
2014-11-06,985.23
2014-11-07,984.89
2014-11-08,984.71
2014-11-09,984.48
2014-11-10,984.89
2014-11-11,984.24
2014-11-12,984.39
2014-11-13,983.58
2014-11-14,983.55
2014-11-15,983.21
2014-11-16,983.07
2014-11-17,983.27
2014-11-18,983.3
2014-11-19,983.09
2014-11-20,983.45
2014-11-21,983.14
2014-11-22,982.87
2014-11-23,982.66
2014-11-24,983.53
2014-11-25,983.08
2014-11-26,983.08
2014-11-27,982.96
2014-11-28,983.06
2014-11-29,982.88
2014-11-30,982.59
2014-12-01,940.59
2014-12-02,929.86
2014-12-03,927.98
2014-12-04,926.53
2014-12-05,926.31
2014-12-06,925.34
2014-12-07,925.12
2014-12-08,925.61
2014-12-09,925.05
2014-12-10,924.67
2014-12-11,924.32
2014-12-12,924.17
2014-12-13,924.14
2014-12-14,923.32
2014-12-15,924.71
2014-12-16,924.31
2014-12-17,923.68
2014-12-18,923.37
2014-12-19,924.0
2014-12-20,923.53
2014-12-21,922.91
2014-12-22,923.09
2014-12-23,923.57
2014-12-24,922.98
2014-12-25,923.1
2014-12-26,923.39
2014-12-27,922.77
2014-12-28,922.37
2014-12-29,923.62
2014-12-30,923.33
2014-12-31,923.21
2015-01-01,899.84
2015-01-02,894.74
2015-01-03,892.77
2015-01-04,891.83
2015-01-05,891.72
2015-01-06,890.37
2015-01-07,890.34
2015-01-08,890.01
2015-01-09,888.83
2015-01-10,887.74
2015-01-11,887.39
2015-01-12,887.61
2015-01-13,887.16
2015-01-14,887.16
2015-01-15,886.98
2015-01-16,886.12
2015-01-17,886.02
2015-01-18,885.71
2015-01-19,885.94
2015-01-20,885.8
2015-01-21,886.02
2015-01-22,885.69
2015-01-23,885.54
2015-01-24,885.15
2015-01-25,884.9
2015-01-26,884.89
2015-01-27,884.57
2015-01-28,884.81
2015-01-29,884.26
2015-01-30,885.29
2015-01-31,885.23
2015-02-01,832.05
2015-02-02,822.75
2015-02-03,818.59
2015-02-04,811.71
2015-02-05,809.63
2015-02-06,808.86
2015-02-07,808.17
2015-02-08,807.44
2015-02-09,808.36
2015-02-10,808.26
2015-02-11,807.72
2015-02-12,807.77
2015-02-13,807.48
2015-02-14,807.18
2015-02-15,807.13
2015-02-16,807.42
2015-02-17,807.04
2015-02-18,807.22
2015-02-19,806.68
2015-02-20,806.71
2015-02-21,806.68
2015-02-22,806.67
2015-02-23,806.92
2015-02-24,806.67
2015-02-25,807.29
2015-02-26,807.42
2015-02-27,808.16
2015-02-28,806.85
2015-03-01,806.62
2015-03-02,806.67
2015-03-03,806.41
2015-03-04,806.62
2015-03-05,806.89
2015-03-06,806.37
2015-03-07,807.09
2015-03-08,806.36
2015-03-09,806.99
2015-03-10,806.83
2015-03-11,807.06
2015-03-12,806.49
2015-03-13,806.02
2015-03-14,806.31
2015-03-15,806.33
2015-03-16,806.29
2015-03-17,806.23
2015-03-18,806.36
2015-03-19,805.97
2015-03-20,806.03
2015-03-21,805.83
2015-03-22,805.87
2015-03-23,806.69
2015-03-24,806.17
2015-03-25,806.05
2015-03-26,806.24
2015-03-27,806.09
2015-03-28,806.08
2015-03-29,805.68
2015-03-30,806.55
2015-03-31,806.32
2015-04-01,825.0
2015-04-02,825.77
2015-04-03,826.78
2015-04-04,826.69
2015-04-05,827.01
2015-04-06,827.43
2015-04-07,827.74
2015-04-08,827.55
2015-04-09,827.37
2015-04-10,827.19
2015-04-11,827.2
2015-04-12,826.99
2015-04-13,827.1
2015-04-14,827.61
2015-04-15,827.03
2015-04-16,827.08
2015-04-17,827.01
2015-04-18,826.71
2015-04-19,826.82
2015-04-20,827.25
2015-04-21,826.95
2015-04-22,827.06
2015-04-23,826.92
2015-04-24,827.11
2015-04-25,826.87
2015-04-26,826.98
2015-04-27,827.09
2015-04-28,827.25
2015-04-29,827.09
2015-04-30,827.13
2015-05-01,820.15
2015-05-02,819.34
2015-05-03,818.66
2015-05-04,819.13
2015-05-05,818.63
2015-05-06,818.52
2015-05-07,818.6
2015-05-08,818.2
2015-05-09,817.99
2015-05-10,818.04
2015-05-11,818.39
2015-05-12,818.07
2015-05-13,817.79
2015-05-14,817.76
2015-05-15,817.65
2015-05-16,817.88
2015-05-17,817.59
2015-05-18,818.39
2015-05-19,817.94
2015-05-20,818.03
2015-05-21,818.07
2015-05-22,818.01
2015-05-23,817.96
2015-05-24,817.81
2015-05-25,817.84
2015-05-26,817.98
2015-05-27,817.9
2015-05-28,817.73
2015-05-29,818.08
2015-05-30,817.87
2015-05-31,817.75
2015-06-01,817.68
2015-06-02,817.67
2015-06-03,817.55
2015-06-04,817.32
2015-06-05,817.19
2015-06-06,817.61
2015-06-07,817.15
2015-06-08,817.3
2015-06-09,817.45
2015-06-10,817.33
2015-06-11,817.09
2015-06-12,817.2
2015-06-13,816.88
2015-06-14,817.02
2015-06-15,817.39
2015-06-16,817.06
2015-06-17,816.92
2015-06-18,817.08
2015-06-19,817.01
2015-06-20,816.9
2015-06-21,816.93
2015-06-22,817.32
2015-06-23,817.09
2015-06-24,817.07
2015-06-25,817.07
2015-06-26,817.17
2015-06-27,817.22
2015-06-28,817.1
2015-06-29,817.14
2015-06-30,817.39
2015-07-01,808.02
2015-07-02,806.76
2015-07-03,805.93
2015-07-04,805.78
2015-07-05,805.59
2015-07-06,805.53
2015-07-07,805.27
2015-07-08,805.33
2015-07-09,805.45
2015-07-10,804.84
2015-07-11,804.56
2015-07-12,804.46
2015-07-13,804.78
2015-07-14,804.5
2015-07-15,804.32
2015-07-16,804.47
2015-07-17,804.35
2015-07-18,804.17
2015-07-19,804.0
2015-07-20,804.68
2015-07-21,804.33
2015-07-22,803.67
2015-07-23,803.71
2015-07-24,804.01
2015-07-25,803.42
2015-07-26,803.32
2015-07-27,803.86
2015-07-28,803.46
2015-07-29,803.7
2015-07-30,803.79
2015-07-31,803.96
