date,lpg_price_krw
2015-08-01,804.17
2015-08-02,804.24
2015-08-03,804.8
2015-08-04,804.04
2015-08-05,804.14
2015-08-06,803.96
2015-08-07,804.1
2015-08-08,803.99
2015-08-09,803.85
2015-08-10,803.93
2015-08-11,804.27
2015-08-12,803.86
2015-08-13,804.44
2015-08-14,804.05
2015-08-15,803.91
2015-08-16,803.96
2015-08-17,803.97
2015-08-18,804.19
2015-08-19,804.0
2015-08-20,804.0
2015-08-21,803.99
2015-08-22,803.75
2015-08-23,803.72
2015-08-24,803.67
2015-08-25,803.77
2015-08-26,803.99
2015-08-27,803.95
2015-08-28,803.8
2015-08-29,803.85
2015-08-30,803.56
2015-08-31,804.09
2015-09-01,796.95
2015-09-02,796.05
2015-09-03,795.42
2015-09-04,795.3
2015-09-05,794.93
2015-09-06,794.85
2015-09-07,795.09
2015-09-08,794.74
2015-09-09,794.7
2015-09-10,794.64
2015-09-11,794.41
2015-09-12,794.27
2015-09-13,794.11
2015-09-14,794.11
2015-09-15,794.2
2015-09-16,794.2
2015-09-17,794.17
2015-09-18,794.07
2015-09-19,793.98
2015-09-20,794.03
2015-09-21,794.29
2015-09-22,793.81
2015-09-23,793.96
2015-09-24,793.86
2015-09-25,793.78
2015-09-26,794.04
2015-09-27,793.86
2015-09-28,794.03
2015-09-29,793.92
2015-09-30,794.16
2015-10-01,772.07
2015-10-02,768.57
2015-10-03,767.3
2015-10-04,766.88
2015-10-05,766.51
2015-10-06,766.5
2015-10-07,765.41
2015-10-08,764.85
2015-10-09,764.44
2015-10-10,764.44
2015-10-11,764.11
2015-10-12,764.18
2015-10-13,764.14
2015-10-14,764.15
2015-10-15,763.79
2015-10-16,764.02
2015-10-17,763.39
2015-10-18,763.35
2015-10-19,762.44
2015-10-20,762.61
2015-10-21,762.47
2015-10-22,762.31
2015-10-23,761.91
2015-10-24,761.8
2015-10-25,761.83
2015-10-26,762.23
2015-10-27,762.09
2015-10-28,762.26
2015-10-29,762.09
2015-10-30,762.4
2015-10-31,762.26
2015-11-01,761.77
2015-11-02,761.67
2015-11-03,761.51
2015-11-04,761.64
2015-11-05,761.48
2015-11-06,761.51
2015-11-07,761.58
2015-11-08,761.58
2015-11-09,761.38
2015-11-10,761.38
2015-11-11,761.57
2015-11-12,761.51
2015-11-13,761.29
2015-11-14,761.35
2015-11-15,763.56
2015-11-16,765.02
2015-11-17,762.61
2015-11-18,762.04
2015-11-19,762.18
2015-11-20,762.28
2015-11-21,761.97
2015-11-22,762.02
2015-11-23,762.41
2015-11-24,762.21
2015-11-25,762.45
2015-11-26,762.35
2015-11-27,762.14
2015-11-28,761.94
2015-11-29,761.84
2015-11-30,762.16
2015-12-01,779.96
2015-12-02,781.34
2015-12-03,781.77
2015-12-04,781.97
2015-12-05,782.19
2015-12-06,782.13
2015-12-07,782.08
2015-12-08,782.19
2015-12-09,782.15
2015-12-10,782.29
2015-12-11,782.36
2015-12-12,782.6
2015-12-13,782.24
2015-12-14,782.36
2015-12-15,782.63
2015-12-16,782.73
2015-12-17,782.57
2015-12-18,782.6
2015-12-19,782.35
2015-12-20,782.14
2015-12-21,782.45
2015-12-22,781.91
2015-12-23,781.93
2015-12-24,781.84
2015-12-25,781.87
2015-12-26,781.86
2015-12-27,781.58
2015-12-28,782.08
2015-12-29,781.97
2015-12-30,782.09
2015-12-31,782.28
2016-01-01,782.23
2016-01-02,782.36
2016-01-03,782.48
2016-01-04,782.49
2016-01-05,782.86
2016-01-06,782.69
2016-01-07,782.98
2016-01-08,782.76
2016-01-09,782.24
2016-01-10,782.2
2016-01-11,782.27
2016-01-12,782.16
2016-01-13,781.97
2016-01-14,782.12
2016-01-15,781.84
2016-01-16,781.86
2016-01-17,781.58
2016-01-18,781.82
2016-01-19,781.75
2016-01-20,781.63
2016-01-21,781.59
2016-01-22,781.75
2016-01-23,781.71
2016-01-24,781.37
2016-01-25,781.63
2016-01-26,781.89
2016-01-27,781.68
2016-01-28,781.9
2016-01-29,781.6
2016-01-30,781.62
2016-01-31,781.44
2016-02-01,774.16
2016-02-02,773.22
2016-02-03,773.42
2016-02-04,772.96
2016-02-05,772.94
2016-02-06,772.54
2016-02-07,772.18
2016-02-08,772.47
2016-02-09,772.34
2016-02-10,772.26
2016-02-11,772.49
2016-02-12,771.9
2016-02-13,771.88
2016-02-14,771.92
2016-02-15,772.0
2016-02-16,771.77
2016-02-17,771.79
2016-02-18,771.69
2016-02-19,771.66
2016-02-20,771.59
2016-02-21,771.55
2016-02-22,771.64
2016-02-23,771.64
2016-02-24,771.6
2016-02-25,771.43
2016-02-26,771.34
2016-02-27,771.24
2016-02-28,771.14
2016-02-29,771.29
2016-03-01,748.98
2016-03-02,745.59
2016-03-03,744.69
2016-03-04,743.89
2016-03-05,743.25
2016-03-06,742.97
2016-03-07,742.95
2016-03-08,742.47
2016-03-09,742.4
2016-03-10,742.21
2016-03-11,742.04
2016-03-12,741.94
2016-03-13,741.62
2016-03-14,742.0
2016-03-15,741.64
2016-03-16,741.48
2016-03-17,741.4
2016-03-18,741.42
2016-03-19,741.26
2016-03-20,741.09
2016-03-21,741.15
2016-03-22,741.1
2016-03-23,740.9
2016-03-24,740.87
2016-03-25,740.86
2016-03-26,740.78
2016-03-27,740.62
2016-03-28,740.72
2016-03-29,740.74
2016-03-30,740.5
2016-03-31,740.83
2016-04-01,733.4
2016-04-02,732.33
2016-04-03,731.96
2016-04-04,731.91
2016-04-05,731.94
2016-04-06,731.62
2016-04-07,731.62
2016-04-08,731.58
2016-04-09,731.37
2016-04-10,731.26
2016-04-11,731.41
2016-04-12,731.21
2016-04-13,730.97
2016-04-14,731.13
2016-04-15,730.96
2016-04-16,730.8
2016-04-17,730.73
2016-04-18,731.0
2016-04-19,730.89
2016-04-20,730.84
2016-04-21,730.91
2016-04-22,730.63
2016-04-23,730.39
2016-04-24,730.34
2016-04-25,730.53
2016-04-26,730.54
2016-04-27,730.63
2016-04-28,730.57
2016-04-29,730.61
2016-04-30,730.45
2016-05-01,730.64
2016-05-02,730.72
2016-05-03,731.06
2016-05-04,731.12
2016-05-05,731.07
2016-05-06,731.14
2016-05-07,731.07
2016-05-08,730.99
2016-05-09,731.21
2016-05-10,731.16
2016-05-11,731.3
2016-05-12,731.12
2016-05-13,731.09
2016-05-14,731.06
2016-05-15,730.99
2016-05-16,731.05
2016-05-17,731.05
2016-05-18,730.97
2016-05-19,731.12
2016-05-20,731.08
2016-05-21,731.04
2016-05-22,730.88
2016-05-23,731.09
2016-05-24,731.01
2016-05-25,731.09
2016-05-26,731.13
2016-05-27,731.17
2016-05-28,731.12
2016-05-29,730.98
2016-05-30,731.14
2016-05-31,731.18
2016-06-01,740.45
2016-06-02,741.22
2016-06-03,741.53
2016-06-04,741.43
2016-06-05,741.44
2016-06-06,741.58
2016-06-07,741.71
2016-06-08,741.41
2016-06-09,741.38
2016-06-10,741.38
2016-06-11,741.42
2016-06-12,741.41
2016-06-13,741.54
2016-06-14,741.42
2016-06-15,741.58
2016-06-16,741.48
2016-06-17,741.44
2016-06-18,741.35
2016-06-19,741.25
2016-06-20,741.42
2016-06-21,741.2
2016-06-22,740.9
2016-06-23,740.86
2016-06-24,740.88
2016-06-25,740.83
2016-06-26,740.76
2016-06-27,740.79
2016-06-28,740.73
2016-06-29,740.83
2016-06-30,740.82
2016-07-01,737.41
2016-07-02,736.92
2016-07-03,736.81
2016-07-04,736.78
2016-07-05,736.73
2016-07-06,736.66
2016-07-07,736.53
2016-07-08,736.42
2016-07-09,736.35
2016-07-10,736.31
2016-07-11,736.39
2016-07-12,736.36
2016-07-13,736.24
2016-07-14,736.2
2016-07-15,736.13
2016-07-16,736.12
2016-07-17,736.05
2016-07-18,736.06
2016-07-19,735.9
2016-07-20,735.51
2016-07-21,735.44
2016-07-22,735.41
2016-07-23,735.31
2016-07-24,735.34
2016-07-25,735.32
2016-07-26,735.39
2016-07-27,735.34
2016-07-28,735.44
2016-07-29,735.28
2016-07-30,735.06
2016-07-31,735.09
2016-08-01,714.24
2016-08-02,710.49
2016-08-03,709.18
2016-08-04,708.28
2016-08-05,707.88
2016-08-06,707.56
2016-08-07,707.39
2016-08-08,707.16
2016-08-09,706.95
2016-08-10,706.72
2016-08-11,706.47
2016-08-12,706.25
2016-08-13,705.93
2016-08-14,705.97
2016-08-15,706.0
2016-08-16,706.07
2016-08-17,705.93
2016-08-18,705.93
2016-08-19,705.8
2016-08-20,705.72
2016-08-21,705.72
2016-08-22,705.72
2016-08-23,705.74
2016-08-24,705.6
2016-08-25,705.59
2016-08-26,705.45
2016-08-27,705.55
2016-08-28,705.33
2016-08-29,705.54
2016-08-30,705.47
2016-08-31,705.37
2016-09-01,699.24
2016-09-02,698.15
2016-09-03,697.86
2016-09-04,697.67
2016-09-05,697.52
2016-09-06,697.04
2016-09-07,696.85
2016-09-08,696.66
2016-09-09,696.71
2016-09-10,696.46
2016-09-11,696.34
2016-09-12,696.47
2016-09-13,696.39
2016-09-14,696.16
2016-09-15,696.37
2016-09-16,696.2
2016-09-17,696.11
2016-09-18,696.15
2016-09-19,696.32
2016-09-20,696.27
2016-09-21,696.17
2016-09-22,696.17
2016-09-23,696.21
2016-09-24,695.99
2016-09-25,696.0
2016-09-26,696.18
2016-09-27,696.06
2016-09-28,696.03
2016-09-29,696.27
2016-09-30,696.31
2016-10-01,696.18
2016-10-02,696.04
2016-10-03,695.97
2016-10-04,696.06
2016-10-05,695.77
2016-10-06,695.93
2016-10-07,695.62
2016-10-08,695.26
2016-10-09,694.81
2016-10-10,694.8
2016-10-11,694.38
2016-10-12,694.48
2016-10-13,694.16
2016-10-14,693.95
2016-10-15,693.63
2016-10-16,693.61
2016-10-17,693.81
2016-10-18,693.65
2016-10-19,693.57
2016-10-20,693.59
2016-10-21,693.54
2016-10-22,693.47
2016-10-23,693.39
2016-10-24,693.59
2016-10-25,693.62
2016-10-26,693.6
2016-10-27,693.6
2016-10-28,693.61
2016-10-29,693.48
2016-10-30,693.39
2016-10-31,693.62
2016-11-01,721.25
2016-11-02,723.61
2016-11-03,724.36
2016-11-04,724.52
2016-11-05,724.83
2016-11-06,724.73
2016-11-07,724.93
2016-11-08,725.0
2016-11-09,725.08
2016-11-10,725.14
2016-11-11,725.24
2016-11-12,725.24
2016-11-13,725.22
2016-11-14,725.39
2016-11-15,725.03
2016-11-16,725.06
2016-11-17,725.16
2016-11-18,724.96
2016-11-19,725.01
2016-11-20,725.01
2016-11-21,725.09
2016-11-22,725.18
2016-11-23,725.17
2016-11-24,725.31
2016-11-25,725.28
2016-11-26,725.26
2016-11-27,725.28
2016-11-28,725.42
2016-11-29,725.47
2016-11-30,725.63
2016-12-01,747.91
2016-12-02,750.26
2016-12-03,750.93
2016-12-04,751.15
2016-12-05,751.46
2016-12-06,751.67
2016-12-07,751.67
2016-12-08,751.73
2016-12-09,751.72
2016-12-10,751.7
2016-12-11,751.75
2016-12-12,751.83
2016-12-13,751.91
2016-12-14,751.9
2016-12-15,751.79
2016-12-16,751.92
2016-12-17,751.86
2016-12-18,751.87
2016-12-19,751.82
2016-12-20,751.79
2016-12-21,751.82
2016-12-22,751.9
2016-12-23,751.94
2016-12-24,751.95
2016-12-25,751.96
2016-12-26,751.94
2016-12-27,752.01
2016-12-28,751.96
2016-12-29,751.95
2016-12-30,751.93
2016-12-31,751.87
2017-01-01,751.94
2017-01-02,752.1
2017-01-03,752.03
2017-01-04,751.95
2017-01-05,752.01
2017-01-06,752.03
2017-01-07,752.12
2017-01-08,752.12
2017-01-09,752.1
2017-01-10,752.23
2017-01-11,752.04
2017-01-12,752.12
2017-01-13,752.04
2017-01-14,752.13
2017-01-15,752.12
2017-01-16,752.07
2017-01-17,751.97
2017-01-18,751.96
2017-01-19,752.09
2017-01-20,752.19
2017-01-21,752.06
2017-01-22,752.08
2017-01-23,752.09
2017-01-24,752.1
2017-01-25,752.07
2017-01-26,752.06
2017-01-27,752.07
2017-01-28,752.15
2017-01-29,752.11
2017-01-30,752.08
2017-01-31,752.07
2017-02-01,799.71
2017-02-02,803.04
2017-02-03,804.49
2017-02-04,804.52
2017-02-05,804.77
2017-02-06,805.03
2017-02-07,805.26
2017-02-08,805.42
2017-02-09,805.47
2017-02-10,805.38
2017-02-11,805.44
2017-02-12,805.53
2017-02-13,805.56
2017-02-14,805.57
2017-02-15,805.65
2017-02-16,805.55
2017-02-17,805.67
2017-02-18,805.59
2017-02-19,805.62
2017-02-20,805.7
2017-02-21,805.7
2017-02-22,805.81
2017-02-23,805.71
2017-02-24,805.64
2017-02-25,805.84
2017-02-26,805.8
2017-02-27,805.84
2017-02-28,805.85
2017-03-01,853.4
2017-03-02,856.45
2017-03-03,857.75
2017-03-04,858.03
2017-03-05,858.18
2017-03-06,858.36
2017-03-07,858.63
2017-03-08,858.72
2017-03-09,858.68
2017-03-10,858.83
2017-03-11,858.9
2017-03-12,858.76
2017-03-13,858.69
2017-03-14,858.86
2017-03-15,858.84
2017-03-16,858.97
2017-03-17,858.76
2017-03-18,858.83
2017-03-19,858.85
2017-03-20,858.89
2017-03-21,858.87
2017-03-22,858.84
2017-03-23,859.04
2017-03-24,858.84
2017-03-25,858.75
2017-03-26,858.79
2017-03-27,858.75
2017-03-28,858.83
2017-03-29,858.82
2017-03-30,858.93
2017-03-31,859.01
2017-04-01,859.02
2017-04-02,858.98
2017-04-03,858.98
2017-04-04,858.73
2017-04-05,858.66
2017-04-06,858.44
2017-04-07,858.34
2017-04-08,858.49
2017-04-09,858.32
2017-04-10,858.03
2017-04-11,857.98
2017-04-12,857.92
2017-04-13,858.09
2017-04-14,857.97
2017-04-15,857.89
2017-04-16,857.77
2017-04-17,857.83
2017-04-18,857.92
2017-04-19,857.91
2017-04-20,857.87
2017-04-21,857.87
2017-04-22,857.73
2017-04-23,857.73
2017-04-24,857.77
2017-04-25,857.81
2017-04-26,857.6
2017-04-27,857.62
2017-04-28,857.69
2017-04-29,857.78
2017-04-30,857.63
2017-05-01,846.42
2017-05-02,844.44
2017-05-03,843.78
2017-05-04,843.5
2017-05-05,843.2
2017-05-06,843.16
2017-05-07,842.9
2017-05-08,842.9
2017-05-09,842.81
2017-05-10,842.7
2017-05-11,842.54
2017-05-12,842.31
2017-05-13,842.23
2017-05-14,842.25
2017-05-15,842.39
2017-05-16,842.23
2017-05-17,842.01
2017-05-18,841.92
2017-05-19,841.76
2017-05-20,841.97
2017-05-21,841.77
2017-05-22,841.61
2017-05-23,841.45
2017-05-24,841.36
2017-05-25,841.33
2017-05-26,841.23
2017-05-27,841.09
2017-05-28,841.04
2017-05-29,841.14
2017-05-30,841.06
2017-05-31,841.0
2017-06-01,814.35
2017-06-02,808.77
2017-06-03,807.31
2017-06-04,807.08
2017-06-05,806.82
2017-06-06,806.28
2017-06-07,805.84
2017-06-08,805.29
2017-06-09,804.83
2017-06-10,804.44
2017-06-11,804.57
2017-06-12,804.37
2017-06-13,804.27
2017-06-14,804.0
2017-06-15,804.0
2017-06-16,803.71
2017-06-17,803.71
2017-06-18,803.62
2017-06-19,803.69
2017-06-20,803.55
2017-06-21,803.29
2017-06-22,803.14
2017-06-23,803.08
2017-06-24,803.03
2017-06-25,803.03
2017-06-26,802.94
2017-06-27,802.86
2017-06-28,802.93
2017-06-29,803.08
2017-06-30,802.79
2017-07-01,791.02
2017-07-02,789.64
2017-07-03,788.35
2017-07-04,787.89
2017-07-05,787.42
2017-07-06,786.96
2017-07-07,786.75
2017-07-08,786.69
2017-07-09,786.52
2017-07-10,786.6
2017-07-11,786.24
2017-07-12,786.32
2017-07-13,786.28
2017-07-14,786.15
2017-07-15,786.06
2017-07-16,786.11
2017-07-17,786.19
2017-07-18,786.12
2017-07-19,785.86
2017-07-20,786.02
2017-07-21,785.92
2017-07-22,785.8
2017-07-23,785.88
2017-07-24,785.88
2017-07-25,785.92
2017-07-26,785.84
2017-07-27,786.05
2017-07-28,785.96
2017-07-29,785.86
2017-07-30,785.8
2017-07-31,785.9
2017-08-01,785.87
2017-08-02,785.75
2017-08-03,785.8
2017-08-04,785.75
2017-08-05,785.89
2017-08-06,785.89
2017-08-07,785.8
2017-08-08,785.71
2017-08-09,785.54
2017-08-10,785.44
2017-08-11,785.43
2017-08-12,785.41
2017-08-13,785.4
2017-08-14,785.45
2017-08-15,785.38
2017-08-16,785.43
2017-08-17,785.55
2017-08-18,785.44
2017-08-19,785.57
2017-08-20,785.52
2017-08-21,785.48
2017-08-22,785.47
2017-08-23,785.52
2017-08-24,785.41
2017-08-25,785.38
2017-08-26,785.45
2017-08-27,785.34
2017-08-28,785.45
2017-08-29,785.37
2017-08-30,785.47
2017-08-31,785.51
2017-09-01,810.31
2017-09-02,811.99
2017-09-03,812.34
2017-09-04,812.83
2017-09-05,813.46
2017-09-06,813.51
2017-09-07,813.52
2017-09-08,813.56
2017-09-09,813.69
2017-09-10,813.62
2017-09-11,813.75
2017-09-12,813.74
2017-09-13,813.67
2017-09-14,813.72
2017-09-15,813.59
2017-09-16,813.7
2017-09-17,813.63
2017-09-18,813.63
2017-09-19,813.65
2017-09-20,813.64
2017-09-21,813.64
2017-09-22,813.56
2017-09-23,813.67
2017-09-24,813.65
2017-09-25,813.65
2017-09-26,813.58
2017-09-27,813.7
2017-09-28,813.65
2017-09-29,813.67
2017-09-30,813.72
2017-10-01,837.99
2017-10-02,840.52
2017-10-03,841.0
2017-10-04,841.1
2017-10-05,841.15
2017-10-06,841.01
2017-10-07,841.2
2017-10-08,841.09
2017-10-09,841.19
2017-10-10,841.24
2017-10-11,841.34
2017-10-12,841.32
2017-10-13,841.36
2017-10-14,841.55
2017-10-15,841.47
2017-10-16,841.44
2017-10-17,841.39
2017-10-18,841.39
2017-10-19,841.3
2017-10-20,841.32
2017-10-21,841.35
2017-10-22,841.28
2017-10-23,841.34
2017-10-24,841.38
2017-10-25,841.42
2017-10-26,841.38
2017-10-27,841.46
2017-10-28,841.55
2017-10-29,841.47
2017-10-30,841.51
2017-10-31,841.54
2017-11-01,880.87
2017-11-02,883.39
2017-11-03,884.06
2017-11-04,884.28
2017-11-05,884.36
2017-11-06,884.56
2017-11-07,884.76
2017-11-08,884.77
2017-11-09,884.76
2017-11-10,884.8
2017-11-11,885.07
2017-11-12,885.0
2017-11-13,885.0
2017-11-14,884.76
2017-11-15,884.84
2017-11-16,884.79
2017-11-17,884.75
2017-11-18,884.69
2017-11-19,884.85
2017-11-20,885.26
2017-11-21,884.95
2017-11-22,884.91
2017-11-23,884.85
2017-11-24,884.84
2017-11-25,884.92
2017-11-26,884.88
2017-11-27,884.99
2017-11-28,884.91
2017-11-29,884.94
2017-11-30,885.01
2017-12-01,885.19
2017-12-02,885.2
2017-12-03,885.26
2017-12-04,885.12
2017-12-05,885.04
2017-12-06,885.07
2017-12-07,885.1
2017-12-08,884.89
2017-12-09,884.98
2017-12-10,884.78
2017-12-11,885.06
2017-12-12,885.07
2017-12-13,884.93
2017-12-14,884.98
2017-12-15,884.81
2017-12-16,885.0
2017-12-17,885.02
2017-12-18,885.0
2017-12-19,885.12
2017-12-20,885.1
2017-12-21,885.01
2017-12-22,884.98
2017-12-23,885.2
2017-12-24,885.14
2017-12-25,885.16
2017-12-26,885.03
2017-12-27,884.98
2017-12-28,884.99
2017-12-29,885.08
2017-12-30,885.21
2017-12-31,885.31
2018-01-01,885.31
2018-01-02,885.15
2018-01-03,885.41
2018-01-04,885.45
2018-01-05,885.31
2018-01-06,885.25
2018-01-07,885.25
2018-01-08,885.3
2018-01-09,885.28
2018-01-10,885.26
2018-01-11,885.31
2018-01-12,885.3
2018-01-13,885.32
2018-01-14,885.26
2018-01-15,885.26
2018-01-16,885.18
2018-01-17,885.2
2018-01-18,885.21
2018-01-19,885.16
2018-01-20,885.47
2018-01-21,885.48
2018-01-22,885.34
2018-01-23,885.21
2018-01-24,885.29
2018-01-25,885.2
2018-01-26,885.15
2018-01-27,885.36
2018-01-28,885.32
2018-01-29,885.2
2018-01-30,885.29
2018-01-31,885.21
2018-02-01,885.54
2018-02-02,885.59
2018-02-03,885.9
2018-02-04,885.98
2018-02-05,886.11
2018-02-06,886.04
2018-02-07,886.22
2018-02-08,886.08
2018-02-09,885.99
2018-02-10,885.99
2018-02-11,886.07
2018-02-12,886.06
2018-02-13,885.97
2018-02-14,885.97
2018-02-15,885.97
2018-02-16,885.92
2018-02-17,885.96
2018-02-18,885.99
2018-02-19,885.87
2018-02-20,886.05
2018-02-21,886.03
2018-02-22,885.92
2018-02-23,885.91
2018-02-24,885.97
2018-02-25,885.91
2018-02-26,885.9
2018-02-27,885.95
2018-02-28,885.99
2018-03-01,864.78
2018-03-02,861.22
2018-03-03,859.39
2018-03-04,859.1
2018-03-05,858.87
2018-03-06,857.94
2018-03-07,857.66
2018-03-08,857.4
2018-03-09,857.34
2018-03-10,857.12
2018-03-11,856.9
2018-03-12,856.98
2018-03-13,856.77
2018-03-14,856.69
2018-03-15,856.6
2018-03-16,856.52
2018-03-17,856.45
2018-03-18,856.26
2018-03-19,856.34
2018-03-20,856.39
2018-03-21,856.17
2018-03-22,856.36
2018-03-23,856.18
2018-03-24,856.01
2018-03-25,855.89
2018-03-26,855.98
2018-03-27,855.99
2018-03-28,855.95
2018-03-29,855.85
2018-03-30,855.81
2018-03-31,855.62
2018-04-01,837.15
2018-04-02,832.34
2018-04-03,830.41
2018-04-04,829.67
2018-04-05,829.27
2018-04-06,829.09
2018-04-07,828.93
2018-04-08,828.59
2018-04-09,828.64
2018-04-10,828.49
2018-04-11,828.52
2018-04-12,828.36
2018-04-13,828.28
2018-04-14,828.22
2018-04-15,828.02
2018-04-16,828.21
2018-04-17,828.11
2018-04-18,827.98
2018-04-19,828.07
2018-04-20,827.92
2018-04-21,827.79
2018-04-22,827.69
2018-04-23,827.91
2018-04-24,827.79
2018-04-25,827.79
2018-04-26,827.81
2018-04-27,827.77
2018-04-28,827.71
2018-04-29,827.5
2018-04-30,827.74
2018-05-01,827.51
2018-05-02,827.39
2018-05-03,827.48
2018-05-04,827.23
2018-05-05,827.06
2018-05-06,827.02
2018-05-07,827.02
2018-05-08,827.03
2018-05-09,827.17
2018-05-10,826.97
2018-05-11,826.97
2018-05-12,827.07
2018-05-13,826.97
2018-05-14,827.12
2018-05-15,827.03
2018-05-16,827.05
2018-05-17,826.84
2018-05-18,826.71
2018-05-19,826.81
2018-05-20,826.74
2018-05-21,826.77
2018-05-22,826.61
2018-05-23,826.71
2018-05-24,826.82
2018-05-25,826.73
2018-05-26,826.74
2018-05-27,826.65
2018-05-28,826.67
2018-05-29,826.85
2018-05-30,826.73
2018-05-31,826.71
2018-06-01,841.97
2018-06-02,843.12
2018-06-03,843.13
2018-06-04,843.39
2018-06-05,843.71
2018-06-06,843.63
2018-06-07,843.65
2018-06-08,843.62
2018-06-09,843.77
2018-06-10,843.72
2018-06-11,843.86
2018-06-12,843.9
2018-06-13,843.83
2018-06-14,843.96
2018-06-15,843.86
2018-06-16,843.86
2018-06-17,843.88
2018-06-18,843.99
2018-06-19,843.86
2018-06-20,843.96
2018-06-21,843.85
2018-06-22,843.78
2018-06-23,843.82
2018-06-24,843.83
2018-06-25,843.89
2018-06-26,843.84
2018-06-27,843.83
2018-06-28,843.84
2018-06-29,843.82
2018-06-30,843.93
2018-07-01,865.64
2018-07-02,867.92
2018-07-03,868.68
2018-07-04,869.03
2018-07-05,869.07
2018-07-06,869.11
2018-07-07,869.24
2018-07-08,869.19
2018-07-09,869.29
2018-07-10,869.23
2018-07-11,869.23
2018-07-12,869.2
2018-07-13,869.14
2018-07-14,869.31
2018-07-15,869.27
2018-07-16,869.26
2018-07-17,869.35
2018-07-18,869.45
2018-07-19,869.34
2018-07-20,869.35
2018-07-21,869.38
2018-07-22,869.32
2018-07-23,869.46
2018-07-24,869.31
2018-07-25,869.31
2018-07-26,869.4
2018-07-27,869.26
2018-07-28,869.33
2018-07-29,869.33
2018-07-30,869.37
2018-07-31,869.38
2018-08-01,892.31
2018-08-02,893.91
2018-08-03,894.39
2018-08-04,894.54
2018-08-05,894.7
2018-08-06,894.82
2018-08-07,894.89
2018-08-08,894.88
2018-08-09,894.92
2018-08-10,894.82
2018-08-11,894.85
2018-08-12,894.81
2018-08-13,894.89
2018-08-14,894.92
2018-08-15,894.87
2018-08-16,894.98
2018-08-17,894.89
2018-08-18,894.91
2018-08-19,894.95
2018-08-20,894.9
2018-08-21,894.9
2018-08-22,894.83
2018-08-23,895.17
2018-08-24,895.09
2018-08-25,895.18
2018-08-26,895.15
2018-08-27,895.17
2018-08-28,895.19
2018-08-29,895.21
2018-08-30,895.23
2018-08-31,895.19
2018-09-01,895.43
2018-09-02,895.33
2018-09-03,895.28
2018-09-04,895.86
2018-09-05,895.68
2018-09-06,895.65
2018-09-07,895.59
2018-09-08,895.61
2018-09-09,895.53
2018-09-10,895.54
2018-09-11,895.44
2018-09-12,895.33
2018-09-13,895.41
2018-09-14,895.22
2018-09-15,895.35
2018-09-16,895.35
2018-09-17,895.09
2018-09-18,895.16
2018-09-19,895.1
2018-09-20,895.13
2018-09-21,895.09
2018-09-22,895.36
2018-09-23,895.36
2018-09-24,895.33
2018-09-25,895.47
2018-09-26,895.41
2018-09-27,895.41
2018-09-28,895.32
2018-09-29,895.32
2018-09-30,895.39
2018-10-01,930.44
2018-10-02,933.04
2018-10-03,933.54
2018-10-04,933.88
2018-10-05,934.12
2018-10-06,934.26
2018-10-07,934.21
2018-10-08,934.42
2018-10-09,934.35
2018-10-10,934.48
2018-10-11,934.42
2018-10-12,934.31
2018-10-13,934.38
2018-10-14,934.29
2018-10-15,934.45
2018-10-16,934.5
2018-10-17,934.48
2018-10-18,934.47
2018-10-19,934.46
2018-10-20,934.5
2018-10-21,934.46
2018-10-22,934.48
2018-10-23,934.48
2018-10-24,934.5
2018-10-25,934.46
2018-10-26,934.41
2018-10-27,934.45
2018-10-28,934.45
2018-10-29,934.43
2018-10-30,934.38
2018-10-31,934.37
2018-11-01,934.43
2018-11-02,934.23
2018-11-03,934.4
2018-11-04,934.7
2018-11-05,934.33
2018-11-06,913.78
2018-11-07,909.54
2018-11-08,907.63
2018-11-09,906.86
2018-11-10,906.46
2018-11-11,906.19
2018-11-12,905.97
2018-11-13,905.6
2018-11-14,905.37
2018-11-15,905.1
2018-11-16,904.94
2018-11-17,904.96
2018-11-18,904.78
2018-11-19,904.87
2018-11-20,904.78
2018-11-21,904.74
2018-11-22,904.59
2018-11-23,904.48
2018-11-24,904.54
2018-11-25,904.47
2018-11-26,904.48
2018-11-27,904.4
2018-11-28,904.52
2018-11-29,904.5
2018-11-30,904.51
2018-12-01,874.37
2018-12-02,870.55
2018-12-03,867.87
2018-12-04,866.1
2018-12-05,864.8
2018-12-06,863.95
2018-12-07,863.49
2018-12-08,863.3
2018-12-09,862.86
2018-12-10,862.89
2018-12-11,862.68
2018-12-12,862.45
2018-12-13,862.29
2018-12-14,862.36
2018-12-15,862.24
2018-12-16,862.07
2018-12-17,862.17
2018-12-18,862.16
2018-12-19,862.14
2018-12-20,862.11
2018-12-21,861.99
2018-12-22,861.74
2018-12-23,861.88
2018-12-24,862.12
2018-12-25,861.89
2018-12-26,862.13
2018-12-27,861.81
2018-12-28,861.86
2018-12-29,861.97
2018-12-30,861.7
2018-12-31,861.92
2019-01-01,817.49
2019-01-02,808.84
2019-01-03,804.94
2019-01-04,803.57
2019-01-05,802.74
2019-01-06,802.22
2019-01-07,802.03
2019-01-08,801.82
2019-01-09,801.31
2019-01-10,801.05
2019-01-11,800.75
2019-01-12,800.48
2019-01-13,800.16
2019-01-14,800.38
2019-01-15,800.43
2019-01-16,800.09
2019-01-17,799.99
2019-01-18,799.7
2019-01-19,799.5
2019-01-20,799.49
2019-01-21,799.66
2019-01-22,799.74
