downloaded_at,article_count,escalation_total,deescalation_total,net_total,news_risk_score,forecast_adjustment_pct,aihub_article_count,google_news_article_count
2026-05-24T21:31:18,100,49.8,120.6,-70.8,-1.0,-0.035,0,100
