date,title,url,source_name,language,keyword,event_name,relevance_label,risk_score
2022-03-07,"Indians stock up cooking oil, fuel, fearing shortages amid Ukraine war - Reuters",https://news.google.com/rss/articles/CBMitwFBVV95cUxOdnItSDJTbTNUeWY0emxhMFc4T0lDemlRaUt2U2NKVU5HbThpdFhMNGI1VGxNTnZJcnVVSXlDSUJYMUpWV2g2TTVMMFZMQzRSVmRRTzl2T1dfV3d4WVVOSi1pZ180S3BUOXFFcndBT1Y1REU5M2ZZbFpBZGNtVUl1QkYwQ3luV1lTTHYxY2pXVDdLZ2JORVM3WkhNT09ub2NhczhDSDZaRmZKaFdHMzlTOXNFUXRyQ28?oc=5,Reuters,en,Ukraine war crude oil,russia_ukraine_war,irrelevant,3
