event,date,before_mean,after_mean,peak_change_pct,trough_change_pct,duration_days
글로벌 금융위기,2008-09-15,1730.0446666666671,1710.1567741935485,0.011595547309828369,-1.3543599257884953,31
코로나19 팬데믹,2020-03-11,1530.155,1420.216129032258,-0.35613198144923697,-10.72980479183554,31
러시아-우크라이나 전쟁,2022-02-24,1695.118,1898.7648387096774,14.984079630532698,0.18071770746679316,31
중동 분쟁,2023-10-07,1778.5306666666665,1763.8545161290324,-0.11762607173517736,-3.790235363637373,31
