downloaded_at,article_count,escalation_total,deescalation_total,net_total,news_risk_score,forecast_adjustment_pct,aihub_article_count,google_news_article_count
2026-05-02T21:29:58,100,106.4,12.5,93.9,1.0,0.035,0,100
